CustomerID,AcquisitionSource,AcquisitionCost,AttributionType
CU002284,Organic Search,824.73,Last Touch
CU002285,Event,4211.39,Last Touch
CU002286,Event,1054.57,Last Touch
CU002287,Event,364.81,Last Touch
CU002288,Event,511.85,Last Touch
CU002289,Google Ads,1230.4,Multi-Touch
CU002290,Event,969.46,Multi-Touch
CU002291,Event,472.99,Multi-Touch
CU002292,Referral,4371.06,First Touch
CU002293,LinkedIn Ads,1084.83,First Touch
CU002294,Event,1325.85,Multi-Touch
CU002295,Event,4846.24,Multi-Touch
CU002296,Event,1153.25,Last Touch
CU002297,Google Ads,225.0,Multi-Touch
CU002298,Google Ads,4539.49,Multi-Touch
CU002299,LinkedIn Ads,4514.63,Last Touch
CU002300,Referral,272.78,First Touch
CU002301,LinkedIn Ads,4444.62,Multi-Touch
CU002302,Google Ads,1312.6,First Touch
CU002303,Outbound,190.98,Last Touch
CU002304,Referral,4163.76,First Touch
CU002305,LinkedIn Ads,1484.21,Multi-Touch
CU002306,Event,4501.75,First Touch
CU002307,LinkedIn Ads,4847.59,First Touch
CU002308,LinkedIn Ads,483.97,Multi-Touch
CU002309,Event,1124.18,First Touch
CU002310,Organic Search,91.23,First Touch
CU002311,Organic Search,1257.97,Multi-Touch
CU002312,LinkedIn Ads,4532.11,Multi-Touch
CU002313,LinkedIn Ads,587.07,Last Touch
CU002314,Event,222.65,Multi-Touch
CU002315,Event,4537.25,First Touch
CU002316,Event,718.5,Last Touch
CU002317,Organic Search,384.92,Multi-Touch
CU002318,Organic Search,269.74,Multi-Touch
CU002319,Outbound,1274.52,Last Touch
CU002320,Organic Search,4640.94,Last Touch
CU002321,Referral,583.83,Multi-Touch
CU002322,LinkedIn Ads,4823.55,Multi-Touch
CU002323,Partner,1501.99,Multi-Touch
CU002324,Partner,1232.4,Multi-Touch
CU002325,LinkedIn Ads,375.76,Multi-Touch
CU002326,Referral,91.5,Multi-Touch
CU002327,Organic Search,1294.45,Last Touch
CU002328,LinkedIn Ads,553.02,Multi-Touch
CU002329,Organic Search,1363.82,Last Touch
CU002330,Google Ads,601.1,Multi-Touch
CU002331,Outbound,470.79,Multi-Touch
CU002332,Organic Search,462.41,Last Touch
CU002333,Outbound,4365.27,Last Touch
CU002334,Outbound,519.76,Last Touch
CU002335,Organic Search,222.78,Last Touch
CU002336,Event,1045.73,Multi-Touch
CU002337,Event,262.23,Last Touch
CU002338,Referral,4447.44,First Touch
CU002339,Referral,409.0,First Touch
CU002340,Partner,1409.61,First Touch
CU002341,Organic Search,1171.69,Multi-Touch
CU002342,Partner,4669.41,Multi-Touch
CU002343,Event,1258.76,First Touch
CU002344,Event,4273.17,Multi-Touch
CU002345,Outbound,4510.31,First Touch
CU002346,Event,4530.75,Multi-Touch
CU002347,Google Ads,62.24,First Touch
CU002348,Partner,1233.43,Last Touch
CU002349,Outbound,4477.26,Last Touch
CU002350,Outbound,498.39,First Touch
CU002351,Event,750.57,First Touch
CU002352,Event,1349.24,First Touch
CU002353,Outbound,1219.7,First Touch
CU002354,Event,4507.91,First Touch
CU002355,Google Ads,1109.34,Multi-Touch
CU002356,Outbound,867.38,Last Touch
CU002357,Outbound,384.66,Last Touch
CU002358,LinkedIn Ads,913.14,Last Touch
CU002359,Partner,637.23,Multi-Touch
CU002360,Referral,4855.06,Multi-Touch
CU002361,LinkedIn Ads,4303.83,Multi-Touch
CU002362,Organic Search,4591.61,Last Touch
CU002363,Google Ads,1042.55,Multi-Touch
CU002364,Organic Search,4560.22,Multi-Touch
CU002365,Referral,154.44,First Touch
CU002366,Event,4282.52,Multi-Touch
CU002367,Google Ads,577.15,First Touch
CU002368,Event,115.45,First Touch
CU002369,Outbound,4620.78,First Touch
CU002370,Organic Search,71.86,First Touch
CU002371,Event,1417.98,Multi-Touch
CU002372,Google Ads,777.41,First Touch
CU002373,Outbound,1391.72,Last Touch
CU002374,Event,191.3,Last Touch
CU002375,Organic Search,258.14,First Touch
CU002376,LinkedIn Ads,1175.93,Multi-Touch
CU002377,Organic Search,1074.68,Last Touch
CU002378,LinkedIn Ads,511.2,Multi-Touch
CU002379,Google Ads,1400.3,Last Touch
CU002380,LinkedIn Ads,51.77,Multi-Touch
CU002381,Partner,4755.42,Last Touch
CU002382,LinkedIn Ads,540.16,First Touch
CU002383,Organic Search,480.75,First Touch
CU002384,Partner,4435.6,First Touch
CU002385,Google Ads,273.22,First Touch
CU002386,Organic Search,4835.55,Last Touch
CU002387,Partner,4459.49,First Touch
CU002388,Partner,4298.2,Last Touch
CU002389,Event,243.49,Last Touch
CU002390,Google Ads,207.03,Multi-Touch
CU002391,Google Ads,392.07,First Touch
CU002392,Organic Search,1617.46,First Touch
CU002393,Google Ads,949.4,Last Touch
CU002394,Google Ads,1181.22,Last Touch
CU002395,Outbound,365.54,Last Touch
CU002396,LinkedIn Ads,380.49,Last Touch
CU002397,Referral,27.76,Last Touch
CU002398,Organic Search,4349.06,First Touch
CU002399,Event,1070.94,Last Touch
CU002400,LinkedIn Ads,1351.43,Last Touch
CU002401,Referral,171.56,Multi-Touch
CU002402,Google Ads,1424.82,Multi-Touch
CU002403,Event,349.52,First Touch
CU002404,Outbound,299.43,Multi-Touch
CU002405,Event,1318.21,First Touch
CU002406,Google Ads,1624.24,Multi-Touch
CU002407,LinkedIn Ads,35.26,Multi-Touch
CU002408,LinkedIn Ads,4448.3,Multi-Touch
CU002409,Event,285.17,First Touch
CU002410,Partner,964.46,Last Touch
CU002411,Event,1020.86,Last Touch
CU002412,LinkedIn Ads,0.33,First Touch
CU002413,Organic Search,4389.18,Last Touch
CU002414,Organic Search,250.78,Multi-Touch
CU002415,Referral,4988.27,Multi-Touch
CU002416,Referral,1460.54,First Touch
CU002417,Referral,266.51,Last Touch
CU002418,Organic Search,4545.75,Last Touch
CU002419,LinkedIn Ads,511.89,Multi-Touch
CU002420,Partner,1457.07,First Touch
CU002421,Partner,1174.54,Multi-Touch
CU002422,LinkedIn Ads,1404.8,First Touch
CU002423,Event,4577.77,First Touch
CU002424,Outbound,1332.98,Multi-Touch
CU002425,Partner,4639.99,Multi-Touch
CU002426,Event,337.32,Last Touch
CU002427,Event,4363.43,Multi-Touch
CU002428,Partner,199.99,Multi-Touch
CU002429,LinkedIn Ads,375.12,Multi-Touch
CU002430,Partner,4708.11,Multi-Touch
CU002431,LinkedIn Ads,511.86,Last Touch
CU002432,LinkedIn Ads,1138.26,Last Touch
CU002433,Google Ads,5051.18,Last Touch
CU002434,Organic Search,4638.91,Last Touch
CU002435,LinkedIn Ads,4173.12,Last Touch
CU002436,Google Ads,1268.15,Last Touch
CU002437,Referral,263.32,First Touch
CU002438,Organic Search,569.05,First Touch
CU002439,Partner,4315.14,First Touch
CU002440,LinkedIn Ads,4552.39,Last Touch
CU002441,Organic Search,1529.21,Multi-Touch
CU002442,Partner,31.03,Multi-Touch
CU002443,Organic Search,4449.87,Last Touch
CU002444,Event,576.01,Last Touch
CU002445,Google Ads,4752.91,First Touch
CU002446,Google Ads,4547.94,Last Touch
CU002447,Organic Search,4604.47,Last Touch
CU002448,LinkedIn Ads,404.76,Multi-Touch
CU002449,Referral,1294.06,Last Touch
CU002450,LinkedIn Ads,4315.61,Multi-Touch
CU002451,LinkedIn Ads,1481.22,First Touch
CU002452,LinkedIn Ads,4844.3,Last Touch
CU002453,Referral,438.4,Multi-Touch
CU002454,Organic Search,4648.71,Multi-Touch
CU002455,Outbound,4766.06,Multi-Touch
CU002456,Partner,4562.98,Multi-Touch
CU002457,Outbound,4832.67,Last Touch
CU002458,LinkedIn Ads,4623.98,Last Touch
CU002459,LinkedIn Ads,4522.08,Last Touch
CU002460,Organic Search,339.2,First Touch
CU002461,Referral,1013.28,Multi-Touch
CU002462,Organic Search,507.01,Multi-Touch
CU002463,Partner,251.24,First Touch
CU002464,LinkedIn Ads,4114.18,Last Touch
CU002465,Google Ads,1378.85,First Touch
CU002466,Event,4610.08,Last Touch
CU002467,Referral,1302.73,Multi-Touch
CU002468,LinkedIn Ads,4421.1,Last Touch
CU002469,Referral,1651.92,Last Touch
CU002470,Outbound,4447.63,First Touch
CU002471,LinkedIn Ads,347.05,First Touch
CU002472,Referral,139.93,Last Touch
CU002473,Event,308.19,Multi-Touch
CU002474,Referral,4143.67,First Touch
CU002475,Event,1385.24,Multi-Touch
CU002476,Referral,1079.24,First Touch
CU002477,Google Ads,784.66,Last Touch
CU002478,Outbound,4011.2,Multi-Touch
CU002479,Google Ads,668.65,Multi-Touch
CU002480,Organic Search,1292.39,First Touch
CU002481,Outbound,1252.54,Multi-Touch
CU002482,LinkedIn Ads,796.89,First Touch
CU002483,Partner,294.63,Multi-Touch
CU002484,Outbound,823.63,Last Touch
CU002485,Outbound,1162.34,Multi-Touch
CU002486,LinkedIn Ads,787.49,First Touch
CU002487,Outbound,442.31,Multi-Touch
CU002488,Google Ads,1236.75,Last Touch
CU002489,Organic Search,4356.41,Last Touch
CU002490,Event,4312.48,Last Touch
CU002491,Outbound,963.44,Multi-Touch
CU002492,LinkedIn Ads,4421.32,First Touch
CU002493,Organic Search,486.98,First Touch
CU002494,Referral,1327.66,Multi-Touch
CU002495,Referral,1269.55,Multi-Touch
CU002496,Google Ads,4445.32,Multi-Touch
CU002497,LinkedIn Ads,28.57,First Touch
CU002498,Event,1018.09,First Touch
CU002499,Outbound,4310.13,Multi-Touch
CU002500,Google Ads,400.58,Last Touch
CU002501,Event,177.71,Multi-Touch
CU002502,Referral,4298.8,Last Touch
CU002503,Event,1290.66,Multi-Touch
CU002504,Google Ads,4421.77,Multi-Touch
CU002505,Outbound,1151.5,Multi-Touch
CU002506,Google Ads,4633.31,Last Touch
CU002507,LinkedIn Ads,4666.49,Multi-Touch
CU002508,Organic Search,487.12,Last Touch
CU002509,Partner,1416.22,Last Touch
CU002510,Partner,4318.83,First Touch
CU002511,Referral,1415.44,Multi-Touch
CU002512,Event,278.01,Multi-Touch
CU002513,Referral,990.53,First Touch
CU002514,Outbound,266.43,Multi-Touch
CU002515,Google Ads,4698.79,First Touch
CU002516,Partner,1259.15,Last Touch
CU002517,LinkedIn Ads,328.99,Last Touch
CU002518,Organic Search,131.77,Multi-Touch
CU002519,Event,634.75,Last Touch
CU002520,Organic Search,1348.25,First Touch
CU002521,Partner,1044.96,First Touch
CU002522,Event,1163.95,First Touch
CU002523,LinkedIn Ads,688.0,First Touch
CU002524,Event,4472.52,Multi-Touch
CU002525,Organic Search,339.96,First Touch
CU002526,Organic Search,4449.18,First Touch
CU002527,Referral,4285.17,First Touch
CU002528,Event,499.13,Last Touch
CU002529,Organic Search,887.71,Last Touch
CU002530,Organic Search,427.31,First Touch
CU002531,Event,272.51,Multi-Touch
CU002532,Partner,1440.09,Last Touch
CU002533,Google Ads,468.31,Multi-Touch
CU002534,LinkedIn Ads,809.47,Multi-Touch
CU002535,Outbound,144.25,First Touch
CU002536,Outbound,1069.73,Multi-Touch
CU002537,LinkedIn Ads,4565.76,Multi-Touch
CU002538,Partner,4464.47,First Touch
CU002539,Event,510.48,Multi-Touch
CU002540,Organic Search,1298.97,Multi-Touch
CU002541,Event,4718.63,First Touch
CU002542,Referral,4489.43,Last Touch
CU002543,Google Ads,4433.9,First Touch
CU002544,LinkedIn Ads,621.44,Multi-Touch
CU002545,Outbound,514.89,Multi-Touch
CU002546,Google Ads,255.1,Last Touch
CU002547,Referral,4639.54,Last Touch
CU002548,Referral,4222.88,Multi-Touch
CU002549,Partner,449.04,Multi-Touch
CU002550,Google Ads,4754.37,Last Touch
CU002551,LinkedIn Ads,399.83,Multi-Touch
CU002552,Outbound,4410.13,Multi-Touch
CU002553,Partner,4508.16,First Touch
CU002554,Event,4457.37,Multi-Touch
CU002555,Referral,92.9,Multi-Touch
CU002556,LinkedIn Ads,1160.56,Last Touch
CU002557,Google Ads,1108.68,First Touch
CU002558,Google Ads,503.07,Multi-Touch
CU002559,Referral,4194.59,Multi-Touch
CU002560,LinkedIn Ads,4447.71,First Touch
CU002561,Google Ads,1050.74,First Touch
CU002562,Outbound,4774.48,Last Touch
CU002563,Outbound,277.1,Last Touch
CU002564,Partner,121.06,Multi-Touch
CU002565,Referral,4393.18,Multi-Touch
CU002566,Organic Search,1281.54,Last Touch
CU002567,LinkedIn Ads,4514.48,Last Touch
CU002568,Referral,98.44,Last Touch
CU002569,Partner,1056.53,Last Touch
CU002570,Google Ads,4479.89,First Touch
CU002571,Referral,1212.04,Multi-Touch
CU002572,Referral,4270.22,First Touch
CU002573,Organic Search,1114.7,Last Touch
CU002574,Outbound,1225.09,Multi-Touch
CU002575,Referral,4280.08,Last Touch
CU002576,Organic Search,1336.85,Last Touch
CU002577,Outbound,1084.45,Multi-Touch
CU002578,LinkedIn Ads,4375.15,First Touch
CU002579,Partner,1054.62,Last Touch
CU002580,Referral,885.79,Last Touch
CU002581,Outbound,1321.93,Last Touch
CU002582,Referral,1196.73,Multi-Touch
CU002583,LinkedIn Ads,400.31,Last Touch
CU002584,Partner,4329.45,Last Touch
CU002585,Event,225.59,Last Touch
CU002586,Organic Search,1412.5,Multi-Touch
CU002587,Partner,508.58,First Touch
CU002588,Event,4467.73,Multi-Touch
CU002589,Organic Search,4804.58,First Touch
CU002590,LinkedIn Ads,1340.06,Multi-Touch
CU002591,LinkedIn Ads,4460.38,First Touch
CU002592,Referral,4464.94,First Touch
CU002593,Event,1126.6,Multi-Touch
CU002594,Organic Search,4373.91,Multi-Touch
CU002595,LinkedIn Ads,4356.49,Last Touch
CU002596,LinkedIn Ads,459.68,First Touch
CU002597,Outbound,1388.43,First Touch
CU002598,Organic Search,4502.82,Multi-Touch
CU002599,Referral,985.97,Last Touch
CU002600,Referral,4366.68,Last Touch
CU002601,Referral,569.46,First Touch
CU002602,LinkedIn Ads,188.22,Last Touch
CU002603,Outbound,4266.26,First Touch
CU002604,LinkedIn Ads,349.21,Last Touch
CU002605,Referral,1018.88,Last Touch
CU002606,LinkedIn Ads,201.64,Multi-Touch
CU002607,Event,50.8,Last Touch
CU002608,Google Ads,527.87,Last Touch
CU002609,Partner,1239.92,Last Touch
CU002610,Organic Search,1370.66,Multi-Touch
CU002611,Outbound,4437.22,Last Touch
CU002612,Outbound,254.22,Multi-Touch
CU002613,Google Ads,535.75,Last Touch
CU002614,LinkedIn Ads,1058.76,Last Touch
CU002615,Google Ads,4170.86,Multi-Touch
CU002616,LinkedIn Ads,1265.25,First Touch
CU002617,Event,1275.47,Multi-Touch
CU002618,Referral,1202.24,Multi-Touch
CU002619,Partner,4734.46,Last Touch
CU002620,Event,1385.65,Multi-Touch
CU002621,Referral,4408.33,First Touch
CU002622,Referral,1043.83,Last Touch
CU002623,Outbound,4676.43,First Touch
CU002624,Google Ads,1500.9,Last Touch
CU002625,LinkedIn Ads,136.67,First Touch
CU002626,LinkedIn Ads,4214.39,Multi-Touch
CU002627,Partner,1322.45,Last Touch
CU002628,Partner,1230.37,Last Touch
CU002629,Event,4366.56,First Touch
CU002630,Google Ads,4246.08,First Touch
CU002631,Organic Search,4518.3,First Touch
CU002632,Event,4705.58,First Touch
CU002633,Referral,994.14,Multi-Touch
CU002634,Outbound,4902.81,First Touch
CU002635,Referral,1373.02,First Touch
CU002636,Referral,649.42,Last Touch
CU002637,Outbound,1203.34,Last Touch
CU002638,Organic Search,4386.37,Last Touch
CU002639,Google Ads,699.87,Multi-Touch
CU002640,Organic Search,1636.65,Multi-Touch
CU002641,Outbound,4420.45,Last Touch
CU002642,Outbound,1003.15,Multi-Touch
CU002643,Event,1250.53,Last Touch
CU002644,LinkedIn Ads,153.52,First Touch
CU002645,Partner,953.83,Last Touch
CU002646,Organic Search,4382.28,Last Touch
CU002647,Organic Search,1197.44,Last Touch
CU002648,Event,4425.93,Last Touch
CU002649,LinkedIn Ads,454.54,Last Touch
CU002650,Organic Search,704.42,Last Touch
CU002651,LinkedIn Ads,4572.83,Last Touch
CU002652,Event,1175.54,Multi-Touch
CU002653,Google Ads,1165.58,Multi-Touch
CU002654,Outbound,745.41,Multi-Touch
CU002655,Organic Search,4619.58,Multi-Touch
CU002656,Partner,996.12,First Touch
CU002657,Organic Search,1254.51,First Touch
CU002658,LinkedIn Ads,856.64,Last Touch
CU002659,Partner,4591.38,First Touch
CU002660,Organic Search,321.27,First Touch
CU002661,Organic Search,857.8,Multi-Touch
CU002662,Outbound,4452.63,Multi-Touch
CU002663,Google Ads,1377.62,First Touch
CU002664,Outbound,1547.76,Multi-Touch
CU002665,Referral,4349.38,Multi-Touch
CU002666,Referral,459.0,First Touch
CU002667,Referral,4443.39,First Touch
CU002668,Partner,1082.4,Last Touch
CU002669,Google Ads,4814.32,First Touch
CU002670,Outbound,1103.57,Last Touch
CU002671,Event,1296.22,First Touch
CU002672,Organic Search,1165.98,Last Touch
CU002673,Outbound,750.88,Multi-Touch
CU002674,Organic Search,1163.68,First Touch
CU002675,Outbound,137.86,Multi-Touch
CU002676,Organic Search,336.27,Multi-Touch
CU002677,Referral,1406.59,Multi-Touch
CU002678,LinkedIn Ads,1094.82,First Touch
CU002679,Partner,4545.02,Multi-Touch
CU002680,Google Ads,991.05,Multi-Touch
CU002681,LinkedIn Ads,319.81,First Touch
CU002682,Partner,4486.87,Multi-Touch
CU002683,Event,704.53,First Touch
CU002684,Google Ads,4223.87,Last Touch
CU002685,Partner,988.33,Last Touch
CU002686,Partner,4338.82,Multi-Touch
CU002687,Partner,4341.98,Last Touch
CU002688,LinkedIn Ads,1433.97,Last Touch
CU002689,Partner,1115.19,Last Touch
CU002690,Outbound,659.62,Multi-Touch
CU002691,Event,1113.01,Multi-Touch
CU002692,Outbound,4618.81,First Touch
CU002693,Event,422.3,Last Touch
CU002694,Google Ads,4671.28,Last Touch
CU002695,Event,4620.72,First Touch
CU002696,LinkedIn Ads,4303.44,First Touch
CU002697,Organic Search,1408.98,Last Touch
CU002698,Outbound,1410.31,Last Touch
CU002699,Event,671.99,Multi-Touch
CU002700,Outbound,636.4,First Touch
CU002701,Outbound,620.89,Multi-Touch
CU002702,Referral,290.22,Last Touch
CU002703,Partner,446.92,Multi-Touch
CU002704,Referral,1651.31,First Touch
CU002705,Organic Search,4919.53,First Touch
CU002706,Referral,4507.72,Last Touch
CU002707,Partner,4613.09,First Touch
CU002708,Event,281.81,Multi-Touch
CU002709,Partner,4479.42,Multi-Touch
CU002710,Outbound,4297.2,First Touch
CU002711,Organic Search,1280.01,First Touch
CU002712,Referral,1399.77,Last Touch
CU002713,Outbound,4567.81,Last Touch
CU002714,Outbound,4095.35,Last Touch
CU002715,Referral,396.91,Multi-Touch
CU002716,Referral,4901.22,First Touch
CU002717,Google Ads,4609.71,Last Touch
CU002718,LinkedIn Ads,421.54,Multi-Touch
CU002719,LinkedIn Ads,4363.51,Multi-Touch
CU002720,Google Ads,4599.31,Last Touch
CU002721,Partner,4246.32,Multi-Touch
CU002722,Event,4781.83,Last Touch
CU002723,Google Ads,4532.51,First Touch
CU002724,Organic Search,586.6,Last Touch
CU002725,Event,1252.38,Multi-Touch
CU002726,Event,1192.0,Last Touch
CU002727,Google Ads,1117.51,Last Touch
CU002728,Partner,1432.16,First Touch
CU002729,Organic Search,609.36,First Touch
CU002730,Outbound,1105.37,Last Touch
CU002731,LinkedIn Ads,608.43,Multi-Touch
CU002732,Partner,4441.0,Last Touch
CU002733,Outbound,4516.98,First Touch
CU002734,Google Ads,470.24,Last Touch
CU002735,Google Ads,1433.07,First Touch
CU002736,Partner,4705.36,First Touch
CU002737,Partner,207.19,Last Touch
CU002738,Partner,1266.0,First Touch
CU002739,LinkedIn Ads,4431.37,Multi-Touch
CU002740,Event,4570.56,First Touch
CU002741,LinkedIn Ads,4766.69,First Touch
CU002742,Outbound,4882.17,Multi-Touch
CU002743,Outbound,1233.5,Multi-Touch
CU002744,Outbound,4285.43,Last Touch
CU002745,Organic Search,51.94,First Touch
CU002746,Google Ads,876.26,Last Touch
CU002747,Google Ads,392.87,First Touch
CU002748,Outbound,961.81,Last Touch
CU002749,Outbound,331.06,First Touch
CU002750,LinkedIn Ads,4262.74,Multi-Touch
CU002751,Partner,356.17,Last Touch
CU002752,Organic Search,379.65,Multi-Touch
CU002753,Google Ads,4634.53,First Touch
CU002754,Outbound,322.37,Multi-Touch
CU002755,Google Ads,1220.06,Last Touch
CU002756,Referral,4469.99,First Touch
CU002757,LinkedIn Ads,152.95,First Touch
CU002758,Outbound,625.86,Last Touch
CU002759,Outbound,1576.3,Multi-Touch
CU002760,Event,1247.13,Last Touch
CU002761,Organic Search,1245.7,Multi-Touch
CU002762,Partner,556.18,Last Touch
CU002763,Google Ads,4834.73,First Touch
CU002764,Outbound,417.32,Multi-Touch
CU002765,LinkedIn Ads,1375.93,Multi-Touch
CU002766,Outbound,514.18,First Touch
CU002767,Outbound,1258.83,First Touch
CU002768,Partner,934.26,First Touch
CU002769,Partner,1079.42,First Touch
CU002770,Organic Search,1207.44,Multi-Touch
CU002771,Event,168.31,First Touch
CU002772,Organic Search,4795.24,Multi-Touch
CU002773,Google Ads,4799.46,Multi-Touch
CU002774,Google Ads,4606.79,Multi-Touch
CU002775,Outbound,1053.66,First Touch
