TicketID,CustomerID,OpenedDate,Severity,ResolutionHours,Status,Category
T005240,CU010271,2026-05-22,Medium,14.0,Open,Performance
T005241,CU011984,2026-02-16,Medium,3.03,Resolved,Billing
T005242,CU011405,2023-05-13,Low,8.76,Open,Billing
T005243,CU005738,2024-07-05,Low,7.49,Escalated,Integration
T005244,CU006260,2026-01-04,Medium,1.32,Escalated,Performance
T005245,CU009597,2025-04-25,High,7.91,Resolved,Billing
T005246,CU010690,2026-04-14,Low,3.23,Open,Integration
T005247,CU008940,2026-01-02,Medium,8.18,Resolved,Billing
T005248,CU007615,2024-10-18,High,9.49,Resolved,Product Bug
T005249,CU001853,2023-12-23,Low,4.7,Resolved,Billing
T005250,CU000932,2026-08-02,Medium,2.67,Open,How-to
T005251,CU005552,2024-07-27,Medium,3.57,Escalated,Product Bug
T005252,CU002756,2026-04-08,Medium,6.34,Resolved,Integration
T005253,CU003661,2026-05-02,Medium,1.47,Resolved,How-to
T005254,CU007962,2025-05-21,Medium,2.23,Resolved,How-to
T005255,CU007185,2024-06-04,Medium,1.69,Resolved,Product Bug
T005256,CU011408,2026-01-01,Medium,7.22,Open,How-to
T005257,CU003376,2024-05-17,Low,8.3,Escalated,How-to
T005258,CU006109,2023-11-10,High,14.08,Escalated,How-to
T005259,CU000965,2026-05-27,Low,4.49,Escalated,Product Bug
T005260,CU006270,2026-02-28,High,37.49,Resolved,Account
T005261,CU004037,2026-06-04,High,6.8,Resolved,Integration
T005262,CU002214,2025-12-03,High,6.51,Resolved,How-to
T005263,CU003347,2026-02-12,Medium,3.26,Resolved,Performance
T005264,CU003398,2024-07-11,Critical,8.13,Resolved,Billing
T005265,CU004342,2026-08-15,Medium,0.42,Escalated,Integration
T005266,CU011049,2026-01-23,Low,6.54,Open,Product Bug
T005267,CU010631,2024-06-29,Low,2.61,Escalated,Performance
T005268,CU011515,2026-03-18,Medium,1.8,Resolved,Product Bug
T005269,CU009317,2025-12-23,High,9.85,Resolved,How-to
T005270,CU000415,2024-02-16,Low,2.09,Resolved,Integration
T005271,CU003065,2024-03-29,Medium,22.17,Resolved,How-to
T005272,CU007935,2025-03-01,Low,3.67,Resolved,Performance
T005273,CU009553,2023-05-08,Low,12.06,Resolved,Performance
T005274,CU003898,2022-07-20,Medium,14.03,Resolved,How-to
T005275,CU000275,2025-11-17,Low,2.39,Resolved,How-to
T005276,CU010701,2025-05-15,Medium,12.06,Resolved,Account
T005277,CU011155,2026-04-13,Low,2.34,Resolved,Integration
T005278,CU000916,2026-04-21,Low,5.08,Resolved,Account
T005279,CU007752,2023-02-19,High,5.89,Resolved,How-to
T005280,CU002403,2025-08-22,High,8.65,Resolved,Integration
T005281,CU010707,2025-06-29,Medium,3.98,Resolved,Performance
T005282,CU011327,2023-11-16,Medium,5.86,Open,Billing
T005283,CU008588,2026-06-17,Medium,2.52,Resolved,Billing
T005284,CU001197,2025-11-30,Low,12.05,Open,Account
T005285,CU007792,2026-05-17,Medium,4.94,Resolved,Billing
T005286,CU005562,2025-08-14,Low,4.16,Resolved,Billing
T005287,CU002051,2025-05-05,High,13.69,Resolved,Account
T005288,CU003250,2026-01-04,Medium,1.44,Escalated,Integration
T005289,CU002777,2026-08-11,Medium,3.44,Open,Performance
T005290,CU007938,2025-09-27,High,9.27,Resolved,Integration
T005291,CU004814,2024-10-06,High,6.09,Resolved,Account
T005292,CU009608,2026-04-15,Medium,17.14,Resolved,Performance
T005293,CU000944,2026-07-27,Low,1.53,Resolved,Integration
T005294,CU000681,2026-08-03,High,9.62,Resolved,How-to
T005295,CU002126,2025-09-04,Medium,4.13,Resolved,Performance
T005296,CU009450,2025-10-04,Critical,22.36,Open,How-to
T005297,CU009877,2024-06-26,Low,12.03,Open,How-to
T005298,CU000355,2022-04-19,Medium,1.13,Open,Account
T005299,CU001702,2026-07-07,Low,8.36,Resolved,Integration
T005300,CU009434,2025-03-03,Medium,4.13,Resolved,Performance
T005301,CU006521,2026-01-06,Low,2.86,Resolved,Billing
T005302,CU002053,2024-06-04,Medium,13.77,Open,Product Bug
T005303,CU009316,2025-12-31,Medium,1.15,Resolved,Integration
T005304,CU000873,2024-03-10,Medium,2.37,Open,Performance
T005305,CU003480,2025-09-08,Medium,2.71,Open,Performance
T005306,CU004880,2026-05-28,High,6.94,Resolved,Product Bug
T005307,CU005686,2025-07-22,Low,1.5,Resolved,How-to
T005308,CU001175,2025-12-24,High,5.09,Resolved,Billing
T005309,CU007406,2026-03-08,High,4.34,Open,Integration
T005310,CU006993,2023-07-06,Medium,8.01,Resolved,Integration
T005311,CU001340,2024-02-15,Medium,5.99,Open,Integration
T005312,CU009109,2026-06-22,Critical,12.43,Resolved,How-to
T005313,CU006415,2023-09-14,Medium,3.23,Resolved,Integration
T005314,CU002247,2026-05-02,Low,6.3,Resolved,Product Bug
T005315,CU003102,2025-09-18,Low,1.65,Resolved,How-to
T005316,CU003391,2023-03-30,Medium,1.88,Resolved,Performance
T005317,CU007906,2026-07-30,Low,10.2,Escalated,Product Bug
T005318,CU011330,2026-05-24,Low,1.43,Resolved,How-to
T005319,CU011835,2024-08-14,Low,2.21,Resolved,How-to
T005320,CU001651,2024-04-03,High,13.63,Resolved,Account
T005321,CU007729,2026-04-30,Medium,2.6,Escalated,Integration
T005322,CU005941,2025-02-10,Medium,7.79,Resolved,Performance
T005323,CU002645,2026-03-11,Medium,10.76,Open,Product Bug
T005324,CU001518,2026-08-17,Low,2.68,Resolved,Account
T005325,CU004380,2026-07-17,High,11.99,Escalated,Performance
T005326,CU000066,2025-05-16,Low,5.82,Resolved,Product Bug
T005327,CU010703,2022-11-26,Medium,3.4,Resolved,Account
T005328,CU005262,2024-10-08,Low,3.37,Resolved,Performance
T005329,CU000707,2026-07-12,Medium,12.15,Escalated,How-to
T005330,CU003108,2025-07-15,Low,1.71,Open,Billing
T005331,CU001561,2025-03-07,Medium,2.6,Resolved,How-to
T005332,CU007894,2025-11-09,Medium,2.07,Resolved,Product Bug
T005333,CU001763,2025-10-18,Low,3.67,Escalated,Integration
T005334,CU008028,2025-08-08,Medium,3.0,Resolved,Performance
T005335,CU010300,2025-09-12,High,13.02,Resolved,How-to
T005336,CU007045,2026-07-07,Low,4.97,Resolved,Product Bug
T005337,CU007843,2025-03-02,Medium,13.6,Resolved,Account
T005338,CU001371,2025-03-17,Low,4.81,Resolved,Product Bug
T005339,CU003406,2026-05-01,Medium,9.63,Resolved,Integration
T005340,CU006649,2026-01-18,Medium,3.29,Open,Product Bug
T005341,CU005161,2025-12-13,Medium,3.64,Escalated,Billing
T005342,CU009079,2025-09-24,Medium,2.35,Resolved,Performance
T005343,CU008006,2026-06-18,Medium,10.5,Resolved,Performance
T005344,CU001924,2025-05-07,Low,4.21,Open,Performance
T005345,CU006296,2026-04-02,Low,12.86,Escalated,How-to
T005346,CU000191,2025-02-03,Medium,1.91,Resolved,Product Bug
T005347,CU000106,2026-04-09,High,2.54,Resolved,Performance
T005348,CU007973,2025-07-21,Low,1.87,Open,Product Bug
T005349,CU010345,2025-07-31,Low,8.04,Escalated,Performance
T005350,CU001067,2026-08-28,Medium,0.88,Resolved,Billing
T005351,CU010331,2026-01-01,Medium,3.2,Resolved,Integration
T005352,CU004072,2025-12-01,Low,3.16,Escalated,Billing
T005353,CU003781,2025-05-09,Low,1.81,Open,Integration
T005354,CU009236,2026-08-22,Low,0.77,Escalated,Account
T005355,CU005417,2024-09-07,Low,2.38,Resolved,Account
T005356,CU011789,2024-09-29,Critical,8.64,Resolved,How-to
T005357,CU002839,2026-05-21,Low,2.25,Resolved,How-to
T005358,CU003401,2025-12-13,Medium,3.57,Escalated,Product Bug
T005359,CU007011,2026-07-18,Low,2.05,Open,Billing
T005360,CU003854,2026-03-27,Critical,6.95,Escalated,How-to
T005361,CU003771,2024-09-27,Medium,3.96,Escalated,Performance
T005362,CU003170,2023-05-03,Low,2.83,Resolved,Billing
T005363,CU000728,2023-09-13,Low,31.81,Open,Billing
T005364,CU005753,2023-10-05,Low,16.12,Resolved,Performance
T005365,CU000747,2024-08-06,High,9.26,Escalated,Billing
T005366,CU008069,2026-05-16,Medium,2.7,Escalated,Account
T005367,CU003107,2024-09-04,Medium,2.93,Escalated,Integration
T005368,CU004511,2026-06-22,Low,5.81,Open,Performance
T005369,CU007361,2026-03-15,Low,2.18,Resolved,How-to
T005370,CU003162,2026-08-05,Medium,3.84,Resolved,Performance
T005371,CU004070,2025-06-26,Low,3.52,Resolved,Performance
T005372,CU001521,2026-02-16,Medium,3.49,Open,Performance
T005373,CU004839,2024-11-19,Low,3.99,Resolved,Account
T005374,CU008534,2024-02-22,Low,5.56,Open,Integration
T005375,CU011863,2025-11-21,Medium,2.36,Resolved,Account
T005376,CU007650,2026-04-20,Medium,5.18,Open,Performance
T005377,CU007472,2025-02-19,Low,1.9,Open,Integration
T005378,CU004948,2026-08-08,Medium,3.64,Resolved,How-to
T005379,CU004865,2024-07-22,Low,8.33,Resolved,Product Bug
T005380,CU003780,2025-12-19,High,6.37,Escalated,Account
T005381,CU007599,2026-03-11,Critical,10.37,Escalated,Product Bug
T005382,CU002254,2025-05-18,Medium,5.3,Escalated,Product Bug
T005383,CU010858,2023-12-03,Critical,8.85,Open,Account
T005384,CU003940,2026-05-06,High,10.37,Resolved,Billing
T005385,CU000704,2024-09-07,High,7.18,Escalated,How-to
T005386,CU004372,2026-03-10,Critical,5.67,Resolved,Performance
T005387,CU008876,2026-06-09,Medium,0.88,Resolved,Account
T005388,CU011355,2025-01-25,Critical,5.04,Resolved,Product Bug
T005389,CU005164,2026-04-23,Medium,5.6,Resolved,Integration
T005390,CU010728,2026-06-26,Medium,1.26,Resolved,Account
T005391,CU007827,2024-09-14,Medium,16.38,Open,Account
T005392,CU004599,2022-08-22,Low,9.96,Resolved,Billing
T005393,CU001596,2022-10-07,Low,3.67,Resolved,Performance
T005394,CU003378,2026-06-09,Critical,19.02,Resolved,Billing
T005395,CU005513,2026-08-17,Medium,1.39,Resolved,How-to
T005396,CU001241,2023-11-20,Low,3.04,Resolved,Account
T005397,CU002055,2026-03-01,Medium,9.66,Open,Integration
T005398,CU011160,2025-09-07,Medium,7.28,Resolved,How-to
T005399,CU000201,2025-05-21,High,14.27,Resolved,How-to
T005400,CU001902,2025-10-08,Low,8.21,Resolved,Product Bug
T005401,CU011694,2026-07-08,Medium,1.11,Escalated,Product Bug
T005402,CU003902,2024-08-29,High,2.2,Resolved,How-to
T005403,CU010053,2026-02-08,Medium,3.63,Escalated,Product Bug
T005404,CU007165,2026-02-15,Medium,4.58,Resolved,How-to
T005405,CU009252,2026-08-15,High,3.67,Escalated,How-to
T005406,CU008367,2024-01-29,Medium,4.62,Resolved,Billing
T005407,CU007097,2023-04-01,High,3.34,Escalated,Product Bug
T005408,CU001311,2023-07-06,High,3.59,Resolved,How-to
T005409,CU007286,2026-01-01,High,1.28,Open,Billing
T005410,CU011056,2025-08-26,Low,1.5,Resolved,Product Bug
T005411,CU010260,2024-08-23,High,4.34,Resolved,How-to
T005412,CU008379,2023-07-13,Medium,13.08,Escalated,Product Bug
T005413,CU000865,2025-09-21,Medium,8.74,Resolved,Account
T005414,CU011277,2023-12-06,Medium,5.75,Resolved,Account
T005415,CU011233,2025-01-07,High,9.66,Escalated,Product Bug
T005416,CU001728,2025-08-19,Medium,3.0,Resolved,Billing
T005417,CU001392,2026-02-13,High,4.56,Open,Billing
T005418,CU007182,2024-06-11,Critical,16.3,Resolved,Performance
T005419,CU001231,2026-06-20,Low,0.86,Resolved,Billing
T005420,CU009299,2025-11-24,High,21.02,Resolved,Integration
T005421,CU011204,2024-01-11,Low,12.54,Resolved,Performance
T005422,CU002413,2023-04-29,Medium,5.45,Resolved,Performance
T005423,CU005237,2026-05-27,Low,1.4,Resolved,Product Bug
T005424,CU007916,2024-09-08,High,24.36,Resolved,How-to
T005425,CU005432,2026-07-01,High,3.78,Resolved,Integration
T005426,CU002603,2026-07-20,Medium,5.59,Escalated,Performance
T005427,CU000425,2026-07-12,Medium,6.97,Resolved,Product Bug
T005428,CU011876,2025-07-16,Critical,20.76,Resolved,Integration
T005429,CU005443,2025-09-18,Medium,3.56,Resolved,Billing
T005430,CU002662,2024-04-25,Medium,13.98,Resolved,Performance
T005431,CU003878,2026-07-12,Low,5.36,Resolved,Performance
T005432,CU008611,2026-07-14,Medium,6.81,Resolved,Account
T005433,CU006350,2024-05-19,Low,3.15,Escalated,Product Bug
T005434,CU000321,2025-10-12,Critical,31.66,Resolved,Account
T005435,CU002431,2026-01-18,Medium,5.51,Resolved,Performance
T005436,CU009141,2025-11-16,High,3.8,Open,Performance
T005437,CU011055,2026-07-02,Low,3.04,Escalated,Account
T005438,CU009582,2025-02-18,Medium,2.61,Resolved,Integration
T005439,CU005234,2026-05-27,Medium,21.94,Open,Performance
T005440,CU003726,2025-07-10,High,17.65,Resolved,Product Bug
T005441,CU007317,2025-08-17,Low,3.88,Resolved,Billing
T005442,CU002548,2025-09-02,Medium,2.58,Resolved,Performance
T005443,CU005685,2026-05-15,Medium,1.66,Resolved,How-to
T005444,CU008135,2025-09-13,Low,3.37,Escalated,Account
T005445,CU001382,2023-07-02,Low,0.81,Escalated,Account
T005446,CU001117,2024-08-17,Low,3.74,Escalated,Account
T005447,CU008954,2026-02-08,High,10.26,Resolved,Integration
T005448,CU008995,2026-05-02,High,2.9,Open,Account
T005449,CU008650,2025-10-16,Low,14.22,Resolved,Performance
T005450,CU006239,2026-01-11,Medium,4.82,Resolved,Integration
T005451,CU003603,2026-02-22,Low,8.01,Open,Billing
T005452,CU011347,2025-12-10,Medium,1.26,Escalated,How-to
T005453,CU006408,2026-08-09,Medium,7.21,Resolved,How-to
T005454,CU002823,2023-06-21,Medium,2.57,Resolved,Account
T005455,CU003647,2025-12-01,Medium,6.88,Escalated,Product Bug
T005456,CU009762,2026-06-14,High,42.86,Escalated,Account
T005457,CU010834,2025-06-28,Low,1.55,Resolved,Performance
T005458,CU006948,2024-05-08,Low,13.35,Escalated,Account
T005459,CU000030,2025-12-16,High,6.3,Resolved,Billing
T005460,CU000382,2026-05-19,Low,9.07,Resolved,Integration
T005461,CU008558,2026-01-30,Low,5.28,Resolved,Account
T005462,CU001257,2026-05-28,Medium,8.28,Resolved,How-to
T005463,CU005969,2025-08-30,Medium,1.78,Escalated,Performance
T005464,CU005191,2025-04-17,Low,1.61,Open,Integration
T005465,CU002465,2023-07-22,Medium,14.35,Resolved,Performance
T005466,CU007411,2025-10-25,Low,1.91,Resolved,Integration
T005467,CU010585,2026-06-14,High,3.6,Open,How-to
T005468,CU011491,2024-12-29,Medium,2.8,Open,Integration
T005469,CU008556,2025-04-23,Medium,2.28,Escalated,Performance
T005470,CU004162,2025-05-25,Medium,13.92,Resolved,Integration
T005471,CU008969,2025-06-07,High,14.66,Resolved,Product Bug
T005472,CU001537,2024-12-22,Low,2.2,Resolved,Billing
T005473,CU004413,2025-01-21,Medium,2.3,Open,How-to
T005474,CU005074,2025-09-30,High,12.69,Escalated,How-to
T005475,CU008046,2025-10-29,Medium,5.68,Open,Product Bug
T005476,CU004992,2026-06-10,Low,4.47,Resolved,How-to
T005477,CU001315,2026-02-28,High,27.43,Escalated,Performance
T005478,CU006895,2025-11-24,Low,3.49,Open,Billing
T005479,CU004275,2022-09-22,Low,2.91,Resolved,Product Bug
T005480,CU006961,2023-09-23,High,9.41,Escalated,Integration
T005481,CU011297,2025-10-16,Medium,1.34,Escalated,How-to
T005482,CU007678,2025-11-21,High,9.69,Resolved,Integration
T005483,CU011121,2025-07-03,Low,3.23,Resolved,Account
T005484,CU009730,2023-05-15,Medium,3.69,Escalated,Integration
T005485,CU009351,2026-08-28,Medium,5.2,Resolved,Performance
T005486,CU008675,2025-05-13,Low,6.54,Resolved,Product Bug
T005487,CU008724,2026-04-14,Medium,8.93,Resolved,Performance
T005488,CU009015,2026-07-14,Low,2.49,Resolved,How-to
T005489,CU008350,2026-05-12,Low,5.11,Escalated,Integration
T005490,CU000388,2023-02-06,Critical,19.19,Resolved,Product Bug
T005491,CU008965,2023-07-06,Medium,2.86,Escalated,Performance
T005492,CU000329,2025-09-02,Low,13.1,Escalated,Billing
T005493,CU009768,2025-10-15,Critical,6.75,Resolved,Account
T005494,CU007777,2025-06-09,High,21.99,Open,Performance
T005495,CU008007,2024-11-05,Medium,4.96,Open,How-to
T005496,CU002114,2025-08-03,Medium,2.27,Resolved,Product Bug
T005497,CU007365,2024-11-01,Medium,13.63,Escalated,Performance
T005498,CU002617,2022-11-02,Medium,1.07,Resolved,Integration
T005499,CU006693,2025-10-22,High,9.82,Resolved,Product Bug
T005500,CU007768,2025-05-15,Medium,2.69,Resolved,Performance
T005501,CU007983,2026-02-22,High,10.57,Open,Integration
T005502,CU010660,2026-04-14,Low,2.26,Resolved,Performance
T005503,CU009290,2025-01-10,Medium,14.35,Resolved,Integration
T005504,CU009318,2024-04-15,Medium,6.56,Escalated,How-to
T005505,CU003985,2025-09-28,Low,3.22,Resolved,Integration
T005506,CU002091,2025-05-08,Medium,12.19,Resolved,Billing
T005507,CU002831,2022-09-11,Medium,5.32,Open,Integration
T005508,CU002482,2025-10-22,High,10.46,Resolved,Account
T005509,CU004837,2026-08-04,Low,6.78,Resolved,Billing
T005510,CU009284,2026-03-18,Medium,2.86,Resolved,Performance
T005511,CU007866,2026-08-16,Medium,1.1,Resolved,Account
T005512,CU003432,2025-07-06,High,12.36,Resolved,Product Bug
T005513,CU009411,2026-08-23,Critical,7.49,Resolved,How-to
T005514,CU000294,2025-12-08,Medium,2.14,Resolved,Billing
T005515,CU010818,2026-04-28,Medium,14.35,Open,Integration
T005516,CU005295,2026-04-04,High,5.32,Open,Account
T005517,CU005847,2026-06-06,Low,1.66,Resolved,Product Bug
T005518,CU003744,2026-03-29,High,7.07,Resolved,Product Bug
T005519,CU000340,2025-04-07,Medium,2.78,Escalated,Product Bug
T005520,CU004652,2026-05-02,Low,5.92,Resolved,Account
T005521,CU009960,2026-06-05,Medium,4.87,Resolved,Account
T005522,CU008571,2026-04-03,Critical,5.15,Resolved,Billing
T005523,CU006013,2023-04-21,High,36.82,Resolved,Performance
T005524,CU001846,2026-04-09,Low,2.48,Resolved,Integration
T005525,CU010241,2026-02-22,Medium,4.13,Resolved,Account
T005526,CU002361,2026-05-12,Low,1.65,Escalated,Billing
T005527,CU011586,2026-04-22,High,6.31,Resolved,Performance
T005528,CU010247,2025-08-08,Low,2.73,Escalated,Performance
T005529,CU006709,2026-02-20,Medium,2.6,Resolved,Integration
T005530,CU007440,2026-07-03,Medium,3.11,Resolved,Billing
T005531,CU001458,2026-02-03,Medium,3.61,Resolved,Integration
T005532,CU005771,2025-07-09,Medium,2.46,Resolved,Integration
T005533,CU010127,2025-03-31,High,9.41,Resolved,Account
T005534,CU003341,2025-12-29,Low,3.09,Resolved,Product Bug
T005535,CU000505,2025-05-20,Medium,8.99,Resolved,Integration
T005536,CU001634,2025-01-15,High,5.72,Escalated,Performance
T005537,CU011583,2026-06-23,Medium,5.85,Resolved,Performance
T005538,CU007784,2024-08-24,Critical,3.69,Resolved,How-to
T005539,CU005242,2026-03-08,Medium,11.79,Resolved,Billing
T005540,CU005410,2025-09-02,Low,1.84,Resolved,Performance
T005541,CU009404,2025-08-09,High,12.19,Escalated,Integration
T005542,CU005658,2026-06-11,Medium,4.7,Resolved,Product Bug
T005543,CU008907,2023-04-13,Low,5.36,Resolved,How-to
T005544,CU005308,2026-01-30,Medium,5.48,Resolved,How-to
T005545,CU010783,2026-08-11,Medium,1.34,Open,Integration
T005546,CU005135,2023-10-25,Medium,4.89,Resolved,Account
T005547,CU000561,2026-02-01,Low,10.72,Resolved,Product Bug
T005548,CU007809,2025-10-13,Low,7.12,Resolved,Performance
T005549,CU007824,2024-09-01,Low,6.44,Escalated,How-to
T005550,CU004730,2026-03-28,Low,1.37,Resolved,Billing
T005551,CU000222,2026-04-24,Medium,0.85,Escalated,Account
T005552,CU000801,2026-06-05,Low,5.64,Escalated,Integration
T005553,CU011359,2026-08-28,Low,2.53,Escalated,Product Bug
T005554,CU005020,2026-04-14,Critical,14.79,Resolved,Account
T005555,CU000183,2025-10-03,Low,5.41,Resolved,Integration
T005556,CU009895,2023-09-30,Medium,4.62,Resolved,Billing
T005557,CU000491,2025-12-06,Medium,2.76,Resolved,Billing
T005558,CU005974,2025-08-05,Low,3.56,Open,Product Bug
T005559,CU008790,2026-05-07,Medium,8.43,Resolved,Product Bug
T005560,CU003471,2025-12-06,Low,0.76,Open,Account
T005561,CU003593,2024-04-24,Medium,1.06,Resolved,Product Bug
T005562,CU008679,2026-08-24,High,9.75,Open,Billing
T005563,CU004219,2024-09-25,Medium,13.64,Resolved,How-to
T005564,CU002770,2026-08-17,Low,5.1,Open,Product Bug
T005565,CU001906,2023-08-03,Medium,1.33,Resolved,Product Bug
T005566,CU001491,2025-01-16,Low,14.79,Resolved,Integration
T005567,CU000665,2026-02-25,Medium,3.17,Open,Account
T005568,CU001017,2024-08-08,Medium,1.9,Resolved,Product Bug
T005569,CU000456,2023-10-07,High,9.17,Resolved,Account
T005570,CU006109,2024-09-22,Medium,5.09,Escalated,How-to
T005571,CU006706,2024-12-12,Medium,2.43,Open,Account
T005572,CU004848,2026-03-26,Medium,2.3,Resolved,Integration
T005573,CU005065,2025-07-19,Low,5.18,Escalated,Billing
T005574,CU009228,2025-03-12,Low,1.66,Resolved,Account
T005575,CU011781,2025-09-07,Low,1.4,Open,Billing
T005576,CU007163,2026-07-18,High,22.82,Resolved,Billing
T005577,CU007993,2024-10-04,Low,2.74,Escalated,How-to
