ShipmentID,SalesOrderID,WarehouseID,Carrier,ShipDate,DeliveryDate,FreightCost,DeliveryStatus
SH0013162,SO0013162,W01,Local Carrier,2026-04-07,2026-04-14,318.34,Late
SH0013163,SO0013163,W03,UPS,2023-01-14,2023-01-19,547.56,Late
SH0013164,SO0013164,W04,FedEx,2025-07-01,2025-07-10,452.58,Late
SH0013165,SO0013165,W02,UPS,2023-08-28,2023-09-10,363.53,Late
SH0013166,SO0013166,W03,DHL,2023-12-14,2023-12-16,224.25,On Time
SH0013167,SO0013167,W02,FedEx,2024-03-09,2024-03-17,162.45,Late
SH0013168,SO0013168,W05,FedEx,2026-08-22,2026-09-02,23.34,Late
SH0013169,SO0013169,W04,UPS,2024-09-12,2024-09-15,386.42,On Time
SH0013170,SO0013170,W01,Local Carrier,2024-06-24,2024-07-02,218.23,Late
SH0013171,SO0013171,W06,FedEx,2024-01-31,2024-02-10,89.92,Late
SH0013172,SO0013172,W06,DHL,2024-07-06,2024-07-14,280.0,Late
SH0013173,SO0013173,W04,FedEx,2025-03-01,2025-03-04,533.42,On Time
SH0013174,SO0013174,W06,FedEx,2025-03-12,2025-03-16,301.04,Late
SH0013175,SO0013175,W03,FedEx,2024-09-21,2024-09-26,175.26,Late
SH0013176,SO0013176,W01,DHL,2023-04-10,2023-04-18,232.66,Late
SH0013177,SO0013177,W06,UPS,2026-07-25,2026-08-07,255.38,Late
SH0013178,SO0013178,W04,Local Carrier,2025-03-28,2025-04-10,41.1,Late
SH0013179,SO0013179,W03,DHL,2023-11-20,2023-11-29,122.9,Late
SH0013180,SO0013180,W03,Local Carrier,2023-02-18,2023-02-22,564.96,Late
SH0013181,SO0013181,W05,UPS,2025-01-10,2025-01-17,255.54,On Time
SH0013182,SO0013182,W06,Local Carrier,2026-02-23,2026-02-27,228.32,On Time
SH0013183,SO0013183,W06,FedEx,2025-11-11,2025-11-15,743.48,Late
SH0013184,SO0013184,W02,DHL,2025-12-15,2025-12-20,300.53,Late
SH0013185,SO0013185,W06,Local Carrier,2024-06-24,2024-06-29,775.62,Late
SH0013186,SO0013186,W01,UPS,2023-05-24,2023-06-01,742.75,Late
SH0013187,SO0013187,W04,Local Carrier,2023-11-05,2023-11-08,372.32,On Time
SH0013188,SO0013188,W02,UPS,2024-09-25,2024-10-01,515.62,On Time
SH0013189,SO0013189,W04,FedEx,2023-08-22,2023-08-30,765.93,Late
SH0013190,SO0013190,W05,Local Carrier,2024-08-20,2024-08-27,615.16,On Time
SH0013191,SO0013191,W01,DHL,2023-05-12,2023-05-27,42.42,Late
SH0013192,SO0013192,W05,UPS,2023-07-25,2023-07-29,100.29,On Time
SH0013193,SO0013193,W04,FedEx,2024-11-01,2024-11-03,313.93,On Time
SH0013194,SO0013194,W02,DHL,2026-03-05,2026-03-07,147.17,Late
SH0013195,SO0013195,W02,Local Carrier,2025-03-03,2025-03-06,169.01,On Time
SH0013196,SO0013196,W02,Local Carrier,2024-08-13,2024-08-27,306.88,Late
SH0013197,SO0013197,W04,FedEx,2025-01-13,2025-01-19,695.82,On Time
SH0013198,SO0013198,W06,DHL,2023-06-22,2023-06-23,707.87,On Time
SH0013199,SO0013199,W04,UPS,2025-10-19,2025-10-21,626.06,Late
SH0013200,SO0013200,W04,UPS,2023-02-25,2023-02-26,136.19,On Time
SH0013201,SO0013201,W06,UPS,2025-01-04,2025-01-13,232.67,Late
SH0013202,SO0013202,W05,UPS,2024-03-04,2024-03-12,194.88,On Time
SH0013203,SO0013203,W05,Local Carrier,2025-06-28,2025-06-29,315.76,On Time
SH0013204,SO0013204,W06,DHL,2024-05-14,2024-05-17,483.42,On Time
SH0013205,SO0013205,W02,UPS,2024-08-02,2024-08-12,269.44,Late
SH0013206,SO0013206,W03,UPS,2025-07-21,2025-07-30,285.62,Late
SH0013207,SO0013207,W03,FedEx,2025-01-17,2025-01-25,713.81,Late
SH0013208,SO0013208,W02,DHL,2025-05-09,2025-05-16,397.8,Late
SH0013209,SO0013209,W03,DHL,2024-01-11,2024-01-14,121.97,On Time
SH0013210,SO0013210,W03,FedEx,2025-02-08,2025-02-17,435.16,Late
SH0013211,SO0013211,W04,Local Carrier,2025-12-08,2025-12-10,58.01,On Time
SH0013212,SO0013212,W06,UPS,2025-02-01,2025-02-09,413.03,Late
SH0013213,SO0013213,W01,DHL,2023-04-07,2023-04-15,634.26,On Time
SH0013214,SO0013214,W04,FedEx,2023-11-07,2023-11-11,79.86,Late
SH0013215,SO0013215,W03,UPS,2025-10-22,2025-11-04,658.74,Late
SH0013216,SO0013216,W01,FedEx,2025-12-07,2025-12-14,391.07,On Time
SH0013217,SO0013217,W05,UPS,2023-06-08,2023-06-17,148.71,Late
SH0013218,SO0013218,W04,DHL,2024-08-29,2024-09-04,302.09,On Time
SH0013219,SO0013219,W04,FedEx,2025-06-28,2025-07-03,708.62,On Time
SH0013220,SO0013220,W05,DHL,2023-04-27,2023-05-01,220.53,On Time
SH0013221,SO0013221,W03,Local Carrier,2023-07-14,2023-07-19,90.76,On Time
SH0013222,SO0013222,W03,FedEx,2024-12-17,2024-12-30,225.14,Late
SH0013223,SO0013223,W02,DHL,2026-03-26,2026-04-01,235.07,Late
SH0013224,SO0013224,W05,Local Carrier,2026-07-22,2026-07-29,178.34,Late
SH0013225,SO0013225,W04,DHL,2023-06-01,2023-06-07,101.63,On Time
SH0013226,SO0013226,W05,Local Carrier,2023-11-02,2023-11-09,61.17,Late
SH0013227,SO0013227,W06,FedEx,2025-04-15,2025-04-21,98.47,Late
SH0013228,SO0013228,W05,FedEx,2023-05-10,2023-05-16,403.6,Late
SH0013229,SO0013229,W01,UPS,2025-04-19,2025-04-25,82.14,On Time
SH0013230,SO0013230,W03,UPS,2025-04-26,2025-04-30,75.32,On Time
SH0013231,SO0013231,W01,UPS,2026-08-14,2026-08-22,225.37,On Time
SH0013232,SO0013232,W05,Local Carrier,2026-05-04,2026-05-12,226.1,On Time
SH0013233,SO0013233,W02,DHL,2026-03-17,2026-03-25,617.36,On Time
SH0013234,SO0013234,W04,FedEx,2024-12-16,2024-12-26,455.39,Late
SH0013235,SO0013235,W05,DHL,2025-10-26,2025-11-07,426.57,Late
SH0013236,SO0013236,W06,FedEx,2024-07-18,2024-07-28,60.37,Late
SH0013237,SO0013237,W02,Local Carrier,2023-08-02,2023-08-11,286.52,Late
SH0013238,SO0013238,W02,UPS,2023-09-13,2023-09-14,730.51,On Time
SH0013239,SO0013239,W05,DHL,2026-05-07,2026-05-14,284.78,On Time
SH0013240,SO0013240,W05,FedEx,2023-01-19,2023-01-25,221.29,Late
SH0013241,SO0013241,W02,UPS,2023-09-03,2023-09-15,79.98,Late
SH0013242,SO0013242,W01,UPS,2026-03-26,2026-04-02,229.38,Late
SH0013243,SO0013243,W01,UPS,2024-11-25,2024-12-01,158.74,Late
SH0013244,SO0013244,W03,FedEx,2025-02-19,2025-02-25,357.53,On Time
SH0013245,SO0013245,W06,FedEx,2025-03-06,2025-03-08,831.78,On Time
SH0013246,SO0013246,W03,UPS,2024-10-18,2024-10-21,319.04,On Time
SH0013247,SO0013247,W02,UPS,2023-04-16,2023-04-20,395.91,On Time
SH0013248,SO0013248,W03,Local Carrier,2025-07-18,2025-07-27,460.99,Late
SH0013249,SO0013249,W03,UPS,2025-06-27,2025-07-08,30.42,Late
SH0013250,SO0013250,W03,UPS,2024-03-17,2024-03-21,929.09,On Time
SH0013251,SO0013251,W03,FedEx,2024-01-25,2024-02-06,685.35,Late
SH0013252,SO0013252,W01,UPS,2025-06-03,2025-06-13,251.64,Late
SH0013253,SO0013253,W06,FedEx,2023-04-08,2023-04-15,110.38,On Time
SH0013254,SO0013254,W05,Local Carrier,2026-07-12,2026-07-13,58.35,On Time
SH0013255,SO0013255,W05,FedEx,2025-10-28,2025-11-02,287.39,Late
SH0013256,SO0013256,W04,UPS,2024-06-20,2024-06-22,349.01,Late
SH0013257,SO0013257,W03,FedEx,2023-12-04,2023-12-08,264.51,On Time
SH0013258,SO0013258,W04,FedEx,2025-08-16,2025-08-22,568.52,Late
SH0013259,SO0013259,W02,DHL,2023-01-24,2023-02-01,263.88,On Time
SH0013260,SO0013260,W02,Local Carrier,2026-01-13,2026-01-16,478.23,On Time
SH0013261,SO0013261,W02,UPS,2025-03-16,2025-03-18,101.9,On Time
SH0013262,SO0013262,W04,FedEx,2023-07-31,2023-08-12,424.23,Late
SH0013263,SO0013263,W02,Local Carrier,2025-11-11,2025-11-12,254.19,On Time
SH0013264,SO0013264,W06,UPS,2023-05-09,2023-05-11,179.27,On Time
SH0013265,SO0013265,W06,DHL,2025-10-28,2025-11-05,470.49,On Time
SH0013266,SO0013266,W05,UPS,2024-05-10,2024-05-12,890.68,On Time
SH0013267,SO0013267,W03,FedEx,2024-10-30,2024-11-08,988.36,Late
SH0013268,SO0013268,W02,DHL,2026-06-23,2026-07-05,393.02,Late
SH0013269,SO0013269,W04,FedEx,2025-03-08,2025-03-16,412.17,On Time
SH0013270,SO0013270,W06,Local Carrier,2023-05-27,2023-06-02,313.66,On Time
SH0013271,SO0013271,W03,DHL,2023-02-10,2023-02-13,366.74,On Time
SH0013272,SO0013272,W04,UPS,2026-02-25,2026-03-04,634.42,Late
SH0013273,SO0013273,W02,FedEx,2023-02-14,2023-02-19,933.37,Late
SH0013274,SO0013274,W04,FedEx,2026-07-01,2026-07-07,388.63,On Time
SH0013275,SO0013275,W03,DHL,2025-09-02,2025-09-07,94.0,On Time
SH0013276,SO0013276,W04,UPS,2024-05-20,2024-05-27,265.66,On Time
SH0013277,SO0013277,W01,UPS,2026-06-16,2026-06-17,532.18,On Time
SH0013278,SO0013278,W05,Local Carrier,2023-07-17,2023-07-23,443.65,Late
SH0013279,SO0013279,W04,DHL,2026-01-31,2026-02-03,189.66,Late
SH0013280,SO0013280,W01,Local Carrier,2023-07-09,2023-07-12,470.61,On Time
SH0013281,SO0013281,W02,FedEx,2023-06-15,2023-06-17,145.88,On Time
SH0013282,SO0013282,W01,DHL,2024-04-08,2024-04-13,461.16,On Time
SH0013283,SO0013283,W02,DHL,2026-04-23,2026-05-03,44.95,Late
SH0013284,SO0013284,W02,UPS,2026-08-05,2026-08-07,431.3,On Time
SH0013285,SO0013285,W02,DHL,2024-03-02,2024-03-06,783.45,Late
SH0013286,SO0013286,W06,Local Carrier,2023-11-18,2023-11-30,480.29,Late
SH0013287,SO0013287,W01,DHL,2024-02-29,2024-03-04,248.17,On Time
SH0013288,SO0013288,W06,Local Carrier,2024-09-11,2024-09-16,375.12,On Time
SH0013289,SO0013289,W04,DHL,2023-03-15,2023-03-25,256.8,Late
SH0013290,SO0013290,W01,UPS,2026-01-06,2026-01-17,1034.9,Late
SH0013291,SO0013291,W03,FedEx,2026-04-30,2026-05-06,430.85,Late
SH0013292,SO0013292,W05,Local Carrier,2025-06-21,2025-06-27,689.96,Late
SH0013293,SO0013293,W06,DHL,2026-03-20,2026-03-25,56.61,Late
SH0013294,SO0013294,W02,Local Carrier,2026-08-04,2026-08-07,304.54,Late
SH0013295,SO0013295,W05,Local Carrier,2024-08-30,2024-09-01,251.84,Late
SH0013296,SO0013296,W03,Local Carrier,2024-01-07,2024-01-10,125.84,On Time
SH0013297,SO0013297,W03,FedEx,2025-08-03,2025-08-04,745.86,On Time
SH0013298,SO0013298,W04,UPS,2025-11-15,2025-11-20,239.15,Late
SH0013299,SO0013299,W03,Local Carrier,2026-05-11,2026-05-18,267.76,Late
SH0013300,SO0013300,W05,DHL,2024-04-20,2024-04-28,142.9,Late
SH0013301,SO0013301,W04,DHL,2024-11-08,2024-11-14,120.92,Late
SH0013302,SO0013302,W06,FedEx,2025-06-29,2025-07-05,535.87,On Time
SH0013303,SO0013303,W04,Local Carrier,2026-08-19,2026-08-28,111.95,Late
SH0013304,SO0013304,W03,FedEx,2024-09-14,2024-09-23,427.81,Late
SH0013305,SO0013305,W01,UPS,2025-11-22,2025-12-03,959.85,Late
SH0013306,SO0013306,W01,FedEx,2023-04-12,2023-04-19,224.64,On Time
SH0013307,SO0013307,W01,DHL,2024-09-18,2024-09-24,425.02,Late
SH0013308,SO0013308,W01,UPS,2025-02-10,2025-02-14,51.95,Late
SH0013309,SO0013309,W06,Local Carrier,2026-07-18,2026-07-29,669.13,Late
SH0013310,SO0013310,W06,FedEx,2024-10-29,2024-11-01,595.75,On Time
SH0013311,SO0013311,W01,DHL,2024-09-20,2024-10-03,369.29,Late
SH0013312,SO0013312,W03,UPS,2025-02-11,2025-02-25,121.78,Late
SH0013313,SO0013313,W05,DHL,2024-03-16,2024-03-27,576.85,Late
SH0013314,SO0013314,W06,FedEx,2024-07-17,2024-07-24,163.45,Late
SH0013315,SO0013315,W03,DHL,2025-05-20,2025-05-31,101.26,Late
SH0013316,SO0013316,W04,DHL,2025-07-14,2025-07-17,197.43,On Time
SH0013317,SO0013317,W02,Local Carrier,2025-10-13,2025-10-18,252.14,Late
SH0013318,SO0013318,W05,UPS,2024-03-27,2024-04-02,164.0,Late
SH0013319,SO0013319,W03,Local Carrier,2024-01-06,2024-01-12,183.25,On Time
SH0013320,SO0013320,W03,UPS,2025-09-16,2025-09-26,38.53,Late
SH0013321,SO0013321,W06,Local Carrier,2024-06-25,2024-07-06,474.33,Late
SH0013322,SO0013322,W06,Local Carrier,2024-08-25,2024-08-27,538.33,Late
SH0013323,SO0013323,W03,Local Carrier,2025-04-23,2025-04-27,1107.29,Late
SH0013324,SO0013324,W04,DHL,2025-05-08,2025-05-15,351.5,On Time
SH0013325,SO0013325,W02,UPS,2026-06-05,2026-06-07,379.26,On Time
SH0013326,SO0013326,W04,UPS,2025-07-09,2025-07-10,693.92,On Time
SH0013327,SO0013327,W03,UPS,2024-10-29,2024-11-02,649.17,Late
SH0013328,SO0013328,W01,UPS,2025-02-20,2025-02-28,438.06,On Time
SH0013329,SO0013329,W06,FedEx,2023-10-28,2023-11-11,527.23,Late
SH0013330,SO0013330,W05,UPS,2024-08-22,2024-08-31,144.96,Late
SH0013331,SO0013331,W03,DHL,2025-06-17,2025-06-26,563.83,Late
SH0013332,SO0013332,W06,UPS,2025-01-10,2025-01-18,64.52,On Time
SH0013333,SO0013333,W01,DHL,2024-10-14,2024-10-23,202.19,Late
SH0013334,SO0013334,W03,Local Carrier,2024-07-05,2024-07-09,148.97,On Time
SH0013335,SO0013335,W06,Local Carrier,2025-08-31,2025-09-12,139.94,Late
SH0013336,SO0013336,W06,Local Carrier,2024-05-29,2024-06-02,187.23,On Time
SH0013337,SO0013337,W04,UPS,2026-05-27,2026-06-01,416.7,Late
SH0013338,SO0013338,W03,Local Carrier,2025-08-20,2025-09-02,801.14,Late
SH0013339,SO0013339,W01,FedEx,2025-06-19,2025-06-23,573.71,Late
SH0013340,SO0013340,W03,FedEx,2023-07-25,2023-08-01,539.52,Late
SH0013341,SO0013341,W03,FedEx,2023-07-25,2023-07-27,332.64,Late
SH0013342,SO0013342,W04,Local Carrier,2025-11-09,2025-11-15,471.45,On Time
SH0013343,SO0013343,W02,FedEx,2025-08-10,2025-08-18,744.45,Late
SH0013344,SO0013344,W02,Local Carrier,2025-03-29,2025-04-04,106.7,On Time
SH0013345,SO0013345,W05,FedEx,2024-06-14,2024-06-23,55.13,Late
SH0013346,SO0013346,W06,UPS,2025-04-23,2025-05-01,377.59,Late
SH0013347,SO0013347,W04,UPS,2024-11-16,2024-11-22,158.98,On Time
SH0013348,SO0013348,W01,Local Carrier,2025-01-03,2025-01-07,480.65,Late
SH0013349,SO0013349,W06,DHL,2026-05-03,2026-05-11,617.28,Late
SH0013350,SO0013350,W05,Local Carrier,2026-07-19,2026-07-22,568.72,Late
SH0013351,SO0013351,W01,FedEx,2026-07-23,2026-08-04,221.93,Late
SH0013352,SO0013352,W02,UPS,2026-05-01,2026-05-02,683.0,On Time
SH0013353,SO0013353,W02,UPS,2024-11-11,2024-11-15,208.97,On Time
SH0013354,SO0013354,W01,DHL,2024-12-31,2025-01-12,174.88,Late
SH0013355,SO0013355,W06,Local Carrier,2024-02-01,2024-02-02,856.74,On Time
SH0013356,SO0013356,W04,FedEx,2024-03-31,2024-04-06,512.42,Late
SH0013357,SO0013357,W06,DHL,2023-01-12,2023-01-17,302.45,On Time
SH0013358,SO0013358,W03,FedEx,2025-07-30,2025-08-07,244.71,On Time
SH0013359,SO0013359,W02,FedEx,2024-09-20,2024-09-22,849.06,Late
SH0013360,SO0013360,W02,FedEx,2025-08-21,2025-08-30,318.24,Late
SH0013361,SO0013361,W02,DHL,2024-03-27,2024-04-05,229.27,Late
SH0013362,SO0013362,W06,Local Carrier,2023-03-01,2023-03-07,86.39,On Time
SH0013363,SO0013363,W03,UPS,2025-12-16,2025-12-26,72.61,Late
SH0013364,SO0013364,W01,FedEx,2026-05-15,2026-05-22,560.47,On Time
SH0013365,SO0013365,W03,FedEx,2026-02-25,2026-02-27,556.62,On Time
SH0013366,SO0013366,W03,UPS,2025-03-07,2025-03-14,864.47,Late
SH0013367,SO0013367,W05,DHL,2024-05-29,2024-06-06,462.91,Late
SH0013368,SO0013368,W02,UPS,2024-10-28,2024-11-09,195.23,Late
SH0013369,SO0013369,W02,DHL,2024-09-30,2024-10-01,293.85,On Time
SH0013370,SO0013370,W04,Local Carrier,2026-04-03,2026-04-05,508.79,On Time
SH0013371,SO0013371,W01,FedEx,2024-11-11,2024-11-18,937.55,Late
SH0013372,SO0013372,W04,Local Carrier,2024-12-17,2024-12-25,707.1,Late
SH0013373,SO0013373,W06,Local Carrier,2023-09-04,2023-09-13,132.44,Late
SH0013374,SO0013374,W05,FedEx,2025-02-11,2025-02-14,324.83,On Time
SH0013375,SO0013375,W01,DHL,2025-03-31,2025-04-08,216.67,On Time
SH0013376,SO0013376,W05,Local Carrier,2024-11-08,2024-11-09,250.5,On Time
SH0013377,SO0013377,W05,FedEx,2026-03-24,2026-04-06,294.15,Late
SH0013378,SO0013378,W02,UPS,2024-06-17,2024-06-26,1023.41,Late
SH0013379,SO0013379,W05,FedEx,2025-05-09,2025-05-16,145.24,Late
SH0013380,SO0013380,W03,DHL,2026-08-11,2026-08-12,184.66,On Time
SH0013381,SO0013381,W06,UPS,2023-07-03,2023-07-05,393.72,On Time
SH0013382,SO0013382,W06,Local Carrier,2023-08-01,2023-08-08,405.94,Late
SH0013383,SO0013383,W01,UPS,2025-02-10,2025-02-24,641.77,Late
SH0013384,SO0013384,W03,UPS,2025-07-27,2025-08-01,458.42,On Time
SH0013385,SO0013385,W06,DHL,2024-09-24,2024-10-02,295.86,On Time
SH0013386,SO0013386,W02,DHL,2025-08-11,2025-08-23,1017.98,Late
SH0013387,SO0013387,W01,Local Carrier,2023-08-21,2023-08-23,272.93,On Time
SH0013388,SO0013388,W02,FedEx,2025-05-26,2025-05-29,284.56,Late
SH0013389,SO0013389,W05,DHL,2024-10-10,2024-10-13,558.78,On Time
SH0013390,SO0013390,W05,DHL,2024-04-29,2024-05-02,276.23,On Time
SH0013391,SO0013391,W05,Local Carrier,2026-04-14,2026-04-24,389.29,Late
SH0013392,SO0013392,W05,FedEx,2024-02-01,2024-02-10,106.46,Late
SH0013393,SO0013393,W03,DHL,2025-06-03,2025-06-11,83.57,On Time
SH0013394,SO0013394,W06,FedEx,2026-03-08,2026-03-17,912.49,Late
SH0013395,SO0013395,W05,FedEx,2024-04-25,2024-05-03,540.41,On Time
SH0013396,SO0013396,W01,FedEx,2023-08-05,2023-08-13,243.21,Late
SH0013397,SO0013397,W02,UPS,2024-10-09,2024-10-10,467.56,On Time
SH0013398,SO0013398,W03,UPS,2024-04-28,2024-05-04,454.52,On Time
SH0013399,SO0013399,W04,Local Carrier,2025-06-27,2025-07-05,463.12,Late
SH0013400,SO0013400,W01,FedEx,2025-05-20,2025-05-24,69.08,Late
SH0013401,SO0013401,W06,DHL,2023-03-21,2023-03-24,644.9,On Time
SH0013402,SO0013402,W05,UPS,2026-02-07,2026-02-09,244.72,On Time
SH0013403,SO0013403,W03,DHL,2023-11-29,2023-12-01,484.46,On Time
SH0013404,SO0013404,W04,Local Carrier,2024-08-18,2024-08-28,432.28,Late
SH0013405,SO0013405,W06,FedEx,2025-06-03,2025-06-07,64.23,Late
SH0013406,SO0013406,W06,Local Carrier,2024-02-12,2024-02-19,381.54,Late
SH0013407,SO0013407,W02,UPS,2024-12-21,2024-12-28,24.3,Late
SH0013408,SO0013408,W06,UPS,2023-09-12,2023-09-22,480.29,Late
SH0013409,SO0013409,W05,UPS,2024-01-02,2024-01-05,61.32,On Time
SH0013410,SO0013410,W05,UPS,2023-03-29,2023-04-06,185.59,Late
SH0013411,SO0013411,W05,UPS,2026-01-11,2026-01-19,107.16,Late
SH0013412,SO0013412,W01,Local Carrier,2026-01-03,2026-01-07,89.76,Late
SH0013413,SO0013413,W04,Local Carrier,2023-07-03,2023-07-05,177.08,On Time
SH0013414,SO0013414,W04,DHL,2025-03-17,2025-03-22,557.88,Late
SH0013415,SO0013415,W05,FedEx,2026-03-25,2026-04-02,103.4,On Time
SH0013416,SO0013416,W06,Local Carrier,2026-06-06,2026-06-08,108.47,On Time
SH0013417,SO0013417,W02,Local Carrier,2025-12-12,2025-12-17,141.37,On Time
SH0013418,SO0013418,W01,DHL,2024-12-06,2024-12-12,356.38,Late
SH0013419,SO0013419,W03,FedEx,2023-05-05,2023-05-08,37.62,Late
SH0013420,SO0013420,W05,UPS,2026-08-07,2026-08-15,976.35,On Time
SH0013421,SO0013421,W03,FedEx,2024-05-15,2024-05-17,380.94,Late
SH0013422,SO0013422,W01,UPS,2025-12-14,2025-12-22,85.23,On Time
SH0013423,SO0013423,W06,Local Carrier,2025-07-19,2025-07-29,639.46,Late
SH0013424,SO0013424,W03,FedEx,2024-02-27,2024-03-06,422.8,On Time
SH0013425,SO0013425,W05,UPS,2024-11-26,2024-12-04,234.19,Late
SH0013426,SO0013426,W01,FedEx,2023-08-14,2023-08-19,245.42,Late
SH0013427,SO0013427,W05,DHL,2025-06-22,2025-07-05,479.03,Late
SH0013428,SO0013428,W03,DHL,2024-03-25,2024-04-07,457.16,Late
SH0013429,SO0013429,W06,UPS,2023-10-23,2023-10-24,298.61,On Time
SH0013430,SO0013430,W04,Local Carrier,2023-11-01,2023-11-04,703.93,On Time
SH0013431,SO0013431,W01,FedEx,2026-07-12,2026-07-24,529.37,Late
SH0013432,SO0013432,W02,FedEx,2023-10-10,2023-10-15,107.41,Late
SH0013433,SO0013433,W06,FedEx,2024-04-16,2024-04-26,65.64,Late
SH0013434,SO0013434,W03,Local Carrier,2025-05-29,2025-06-06,191.03,Late
SH0013435,SO0013435,W02,FedEx,2024-06-11,2024-06-16,501.14,Late
SH0013436,SO0013436,W06,DHL,2026-03-19,2026-03-22,189.26,Late
SH0013437,SO0013437,W02,UPS,2024-06-09,2024-06-17,528.63,On Time
SH0013438,SO0013438,W02,DHL,2025-11-14,2025-11-25,264.15,Late
SH0013439,SO0013439,W03,UPS,2026-07-08,2026-07-12,67.21,Late
SH0013440,SO0013440,W02,DHL,2025-12-07,2025-12-18,424.07,Late
SH0013441,SO0013441,W05,UPS,2026-03-06,2026-03-07,816.18,On Time
SH0013442,SO0013442,W05,DHL,2023-02-11,2023-02-23,48.55,Late
SH0013443,SO0013443,W06,Local Carrier,2026-06-14,2026-06-20,760.78,On Time
SH0013444,SO0013444,W06,UPS,2025-10-31,2025-11-03,293.31,Late
SH0013445,SO0013445,W05,DHL,2025-05-20,2025-05-24,178.43,Late
SH0013446,SO0013446,W04,FedEx,2023-06-03,2023-06-07,79.02,On Time
SH0013447,SO0013447,W06,UPS,2025-06-16,2025-06-30,603.25,Late
SH0013448,SO0013448,W04,FedEx,2024-08-05,2024-08-12,351.95,Late
SH0013449,SO0013449,W06,FedEx,2025-01-14,2025-01-19,473.58,Late
SH0013450,SO0013450,W03,UPS,2025-08-05,2025-08-09,93.25,On Time
SH0013451,SO0013451,W03,FedEx,2023-11-10,2023-11-14,163.58,On Time
SH0013452,SO0013452,W05,Local Carrier,2025-05-12,2025-05-22,151.39,Late
SH0013453,SO0013453,W06,Local Carrier,2025-07-02,2025-07-07,155.37,Late
SH0013454,SO0013454,W04,DHL,2026-01-13,2026-01-19,771.03,Late
SH0013455,SO0013455,W06,FedEx,2023-02-10,2023-02-23,581.18,Late
SH0013456,SO0013456,W02,Local Carrier,2023-03-29,2023-04-06,717.39,On Time
SH0013457,SO0013457,W02,DHL,2025-04-27,2025-05-07,278.2,Late
SH0013458,SO0013458,W03,UPS,2025-11-24,2025-12-01,278.11,Late
SH0013459,SO0013459,W02,UPS,2023-07-19,2023-07-23,372.3,On Time
SH0013460,SO0013460,W01,DHL,2023-04-25,2023-05-02,238.06,Late
SH0013461,SO0013461,W02,UPS,2024-11-13,2024-11-16,564.78,On Time
SH0013462,SO0013462,W03,Local Carrier,2023-03-28,2023-04-05,395.26,On Time
SH0013463,SO0013463,W05,DHL,2026-01-12,2026-01-20,391.9,On Time
SH0013464,SO0013464,W05,FedEx,2023-03-11,2023-03-16,679.65,On Time
SH0013465,SO0013465,W01,FedEx,2026-01-02,2026-01-12,247.29,Late
SH0013466,SO0013466,W06,UPS,2026-04-18,2026-04-24,817.98,On Time
SH0013467,SO0013467,W01,DHL,2026-02-18,2026-02-20,192.05,On Time
SH0013468,SO0013468,W05,Local Carrier,2025-08-01,2025-08-08,967.06,On Time
SH0013469,SO0013469,W01,Local Carrier,2026-03-06,2026-03-08,149.73,On Time
SH0013470,SO0013470,W03,Local Carrier,2026-05-31,2026-06-08,82.29,Late
SH0013471,SO0013471,W02,DHL,2025-08-22,2025-08-25,625.33,On Time
SH0013472,SO0013472,W03,Local Carrier,2025-08-01,2025-08-08,383.54,Late
SH0013473,SO0013473,W06,FedEx,2024-03-22,2024-04-02,175.62,Late
SH0013474,SO0013474,W02,Local Carrier,2023-08-23,2023-08-26,258.68,Late
SH0013475,SO0013475,W03,Local Carrier,2025-01-12,2025-01-19,386.52,Late
SH0013476,SO0013476,W04,Local Carrier,2023-05-08,2023-05-09,193.4,On Time
SH0013477,SO0013477,W06,Local Carrier,2026-08-16,2026-08-24,46.74,Late
SH0013478,SO0013478,W06,UPS,2023-03-24,2023-03-30,395.67,On Time
SH0013479,SO0013479,W04,FedEx,2023-02-12,2023-02-20,43.61,Late
SH0013480,SO0013480,W06,UPS,2024-12-16,2024-12-23,363.86,Late
SH0013481,SO0013481,W06,UPS,2025-02-21,2025-03-01,339.5,On Time
SH0013482,SO0013482,W02,DHL,2023-12-11,2023-12-13,286.14,On Time
SH0013483,SO0013483,W03,UPS,2024-02-27,2024-03-05,125.12,On Time
SH0013484,SO0013484,W02,UPS,2024-04-13,2024-04-20,618.94,On Time
SH0013485,SO0013485,W06,DHL,2024-12-06,2024-12-07,324.77,On Time
SH0013486,SO0013486,W03,FedEx,2024-09-25,2024-10-02,151.11,Late
SH0013487,SO0013487,W01,Local Carrier,2024-07-03,2024-07-11,239.24,On Time
SH0013488,SO0013488,W04,DHL,2025-10-09,2025-10-11,383.88,On Time
SH0013489,SO0013489,W06,UPS,2025-10-09,2025-10-12,349.5,On Time
SH0013490,SO0013490,W03,UPS,2024-07-10,2024-07-17,456.64,On Time
SH0013491,SO0013491,W05,Local Carrier,2026-02-28,2026-03-10,433.27,Late
SH0013492,SO0013492,W06,Local Carrier,2023-07-18,2023-07-19,404.21,On Time
SH0013493,SO0013493,W01,DHL,2023-05-15,2023-05-25,154.52,Late
SH0013494,SO0013494,W06,Local Carrier,2024-12-20,2024-12-22,408.68,Late
SH0013495,SO0013495,W05,Local Carrier,2024-12-20,2024-12-29,1129.88,Late
SH0013496,SO0013496,W06,UPS,2023-02-18,2023-02-26,303.93,On Time
SH0013497,SO0013497,W05,FedEx,2024-12-15,2024-12-17,305.32,On Time
