TouchpointID,LeadID,TouchDate,CampaignID,ChannelID,TouchSequence,TouchType
TP00036321,L010374,2024-02-17,CAM0203,CH05,1,Click
TP00036322,L010374,2024-01-31,CAM0283,CH06,2,Website Visit
TP00036323,L010375,2025-03-24,CAM0217,CH06,1,Website Visit
TP00036324,L010376,2024-09-26,CAM0287,CH05,1,Impression
TP00036325,L010376,2024-08-29,CAM0167,CH05,2,Website Visit
TP00036326,L010376,2024-09-01,CAM0167,CH05,3,Website Visit
TP00036327,L010376,2024-09-14,CAM0275,CH07,4,Impression
TP00036328,L010376,2024-09-30,CAM0029,CH03,5,Impression
TP00036329,L010376,2024-09-17,CAM0023,CH02,6,Form Submit
TP00036330,L010377,2026-04-07,CAM0157,CH02,1,Click
TP00036331,L010377,2026-04-17,CAM0111,CH05,2,Impression
TP00036332,L010377,2026-03-10,CAM0067,CH07,3,Impression
TP00036333,L010377,2026-04-07,CAM0117,CH06,4,Email Open
TP00036334,L010377,2026-04-07,CAM0074,CH04,5,Form Submit
TP00036335,L010377,2026-03-27,CAM0145,CH07,6,Click
TP00036336,L010378,2024-02-19,CAM0235,CH02,1,Email Open
TP00036337,L010378,2024-01-09,CAM0137,CH02,2,Form Submit
TP00036338,L010379,2025-03-02,CAM0110,CH02,1,Form Submit
TP00036339,L010379,2025-02-22,CAM0175,CH02,2,Click
TP00036340,L010379,2025-02-15,CAM0297,CH07,3,Website Visit
TP00036341,L010380,2024-02-02,CAM0043,CH07,1,Website Visit
TP00036342,L010381,2025-05-10,CAM0075,CH05,1,Email Open
TP00036343,L010381,2025-04-21,CAM0204,CH06,2,Email Open
TP00036344,L010381,2025-04-29,CAM0099,CH05,3,Email Open
TP00036345,L010381,2025-04-20,CAM0115,CH06,4,Form Submit
TP00036346,L010381,2025-04-20,CAM0045,CH06,5,Click
TP00036347,L010382,2025-05-27,CAM0287,CH05,1,Impression
TP00036348,L010382,2025-06-03,CAM0113,CH04,2,Form Submit
TP00036349,L010382,2025-05-03,CAM0143,CH01,3,Form Submit
TP00036350,L010382,2025-05-30,CAM0067,CH07,4,Click
TP00036351,L010382,2025-06-09,CAM0198,CH06,5,Website Visit
TP00036352,L010383,2024-01-31,CAM0011,CH01,1,Website Visit
TP00036353,L010383,2024-03-05,CAM0061,CH01,2,Impression
TP00036354,L010383,2024-03-02,CAM0129,CH01,3,Click
TP00036355,L010383,2024-03-04,CAM0019,CH02,4,Click
TP00036356,L010383,2024-03-09,CAM0082,CH03,5,Email Open
TP00036357,L010383,2024-03-09,CAM0131,CH06,6,Website Visit
TP00036358,L010384,2024-02-17,CAM0025,CH03,1,Click
TP00036359,L010384,2024-02-01,CAM0276,CH01,2,Form Submit
TP00036360,L010384,2024-02-09,CAM0178,CH03,3,Email Open
TP00036361,L010384,2024-03-04,CAM0115,CH06,4,Form Submit
TP00036362,L010384,2024-03-08,CAM0044,CH06,5,Click
TP00036363,L010384,2024-02-24,CAM0177,CH07,6,Form Submit
TP00036364,L010385,2023-12-26,CAM0153,CH06,1,Email Open
TP00036365,L010385,2024-01-11,CAM0150,CH02,2,Form Submit
TP00036366,L010385,2024-01-06,CAM0226,CH03,3,Form Submit
TP00036367,L010385,2024-01-04,CAM0083,CH05,4,Email Open
TP00036368,L010385,2023-12-13,CAM0069,CH04,5,Form Submit
TP00036369,L010386,2026-01-10,CAM0123,CH05,1,Email Open
TP00036370,L010386,2025-12-19,CAM0234,CH07,2,Click
TP00036371,L010386,2025-12-20,CAM0001,CH04,3,Form Submit
TP00036372,L010386,2026-01-03,CAM0024,CH04,4,Website Visit
TP00036373,L010387,2024-05-30,CAM0231,CH05,1,Click
TP00036374,L010387,2024-06-08,CAM0102,CH01,2,Form Submit
TP00036375,L010387,2024-06-08,CAM0278,CH06,3,Impression
TP00036376,L010387,2024-06-03,CAM0061,CH01,4,Click
TP00036377,L010388,2024-06-03,CAM0233,CH04,1,Form Submit
TP00036378,L010388,2024-05-19,CAM0156,CH07,2,Form Submit
TP00036379,L010388,2024-05-30,CAM0230,CH02,3,Click
TP00036380,L010388,2024-06-08,CAM0289,CH03,4,Email Open
TP00036381,L010388,2024-06-03,CAM0290,CH04,5,Impression
TP00036382,L010389,2025-06-22,CAM0210,CH03,1,Impression
TP00036383,L010389,2025-06-26,CAM0291,CH02,2,Click
TP00036384,L010389,2025-07-01,CAM0072,CH04,3,Click
TP00036385,L010389,2025-07-28,CAM0062,CH03,4,Website Visit
TP00036386,L010390,2025-03-10,CAM0277,CH06,1,Form Submit
TP00036387,L010390,2025-03-18,CAM0035,CH06,2,Form Submit
TP00036388,L010390,2025-03-15,CAM0167,CH05,3,Email Open
TP00036389,L010390,2025-03-25,CAM0031,CH03,4,Form Submit
TP00036390,L010391,2024-10-08,CAM0282,CH03,1,Email Open
TP00036391,L010392,2024-01-01,CAM0156,CH07,1,Website Visit
TP00036392,L010392,2023-12-30,CAM0133,CH06,2,Click
TP00036393,L010392,2023-12-23,CAM0265,CH02,3,Email Open
TP00036394,L010392,2023-12-29,CAM0111,CH05,4,Website Visit
TP00036395,L010393,2024-04-08,CAM0060,CH05,1,Impression
TP00036396,L010393,2024-03-25,CAM0070,CH02,2,Website Visit
TP00036397,L010394,2025-12-22,CAM0116,CH02,1,Form Submit
TP00036398,L010394,2025-12-02,CAM0267,CH02,2,Click
TP00036399,L010394,2025-12-13,CAM0176,CH05,3,Form Submit
TP00036400,L010394,2025-12-01,CAM0151,CH04,4,Click
TP00036401,L010394,2025-12-22,CAM0050,CH04,5,Email Open
TP00036402,L010395,2024-08-03,CAM0211,CH01,1,Website Visit
TP00036403,L010396,2024-11-23,CAM0274,CH01,1,Form Submit
TP00036404,L010396,2024-10-31,CAM0167,CH05,2,Click
TP00036405,L010396,2024-11-08,CAM0012,CH07,3,Click
TP00036406,L010396,2024-10-24,CAM0178,CH03,4,Email Open
TP00036407,L010397,2025-09-24,CAM0211,CH01,1,Email Open
TP00036408,L010398,2025-04-12,CAM0003,CH07,1,Form Submit
TP00036409,L010398,2025-03-26,CAM0221,CH01,2,Email Open
TP00036410,L010398,2025-03-02,CAM0098,CH07,3,Impression
TP00036411,L010398,2025-03-25,CAM0028,CH01,4,Email Open
TP00036412,L010398,2025-03-22,CAM0005,CH02,5,Email Open
TP00036413,L010398,2025-04-05,CAM0167,CH05,6,Click
TP00036414,L010399,2024-09-14,CAM0163,CH01,1,Email Open
TP00036415,L010399,2024-08-16,CAM0114,CH05,2,Form Submit
TP00036416,L010399,2024-09-02,CAM0069,CH04,3,Website Visit
TP00036417,L010399,2024-08-26,CAM0086,CH07,4,Impression
TP00036418,L010399,2024-09-14,CAM0136,CH07,5,Form Submit
TP00036419,L010400,2025-01-16,CAM0180,CH02,1,Impression
TP00036420,L010400,2025-02-09,CAM0096,CH02,2,Email Open
TP00036421,L010400,2025-01-13,CAM0200,CH07,3,Email Open
TP00036422,L010400,2025-01-02,CAM0073,CH05,4,Email Open
TP00036423,L010400,2025-02-04,CAM0044,CH06,5,Form Submit
TP00036424,L010400,2025-01-06,CAM0285,CH06,6,Impression
TP00036425,L010401,2024-04-24,CAM0003,CH07,1,Website Visit
TP00036426,L010402,2024-12-24,CAM0027,CH01,1,Click
TP00036427,L010402,2024-12-19,CAM0022,CH04,2,Form Submit
TP00036428,L010402,2024-12-22,CAM0265,CH02,3,Impression
TP00036429,L010402,2024-11-26,CAM0136,CH07,4,Form Submit
TP00036430,L010403,2024-12-29,CAM0142,CH06,1,Form Submit
TP00036431,L010403,2025-01-22,CAM0189,CH03,2,Website Visit
TP00036432,L010403,2025-01-22,CAM0133,CH06,3,Website Visit
TP00036433,L010403,2024-12-28,CAM0239,CH05,4,Impression
TP00036434,L010403,2025-01-19,CAM0111,CH05,5,Form Submit
TP00036435,L010404,2025-03-15,CAM0092,CH02,1,Click
TP00036436,L010404,2025-03-04,CAM0045,CH06,2,Website Visit
TP00036437,L010404,2025-03-01,CAM0100,CH04,3,Form Submit
TP00036438,L010404,2025-03-04,CAM0129,CH01,4,Website Visit
TP00036439,L010404,2025-02-28,CAM0149,CH01,5,Impression
TP00036440,L010404,2025-03-09,CAM0295,CH06,6,Website Visit
TP00036441,L010405,2024-04-18,CAM0092,CH02,1,Email Open
TP00036442,L010406,2024-01-02,CAM0294,CH03,1,Email Open
TP00036443,L010406,2023-12-01,CAM0124,CH03,2,Impression
TP00036444,L010406,2023-12-17,CAM0232,CH06,3,Email Open
TP00036445,L010406,2023-12-09,CAM0282,CH03,4,Email Open
TP00036446,L010406,2023-12-13,CAM0231,CH05,5,Email Open
TP00036447,L010406,2024-01-08,CAM0016,CH02,6,Click
TP00036448,L010407,2024-07-04,CAM0223,CH05,1,Impression
TP00036449,L010407,2024-07-22,CAM0252,CH07,2,Email Open
TP00036450,L010408,2025-05-11,CAM0190,CH06,1,Click
TP00036451,L010409,2026-07-17,CAM0214,CH03,1,Click
TP00036452,L010409,2026-07-11,CAM0187,CH03,2,Impression
TP00036453,L010409,2026-07-15,CAM0003,CH07,3,Click
TP00036454,L010409,2026-07-18,CAM0124,CH03,4,Click
TP00036455,L010410,2025-04-29,CAM0097,CH06,1,Click
TP00036456,L010411,2026-05-17,CAM0211,CH01,1,Email Open
TP00036457,L010412,2024-07-08,CAM0049,CH02,1,Form Submit
TP00036458,L010412,2024-08-05,CAM0151,CH04,2,Impression
TP00036459,L010413,2025-03-06,CAM0085,CH01,1,Impression
TP00036460,L010413,2025-03-16,CAM0129,CH01,2,Website Visit
TP00036461,L010413,2025-02-13,CAM0204,CH06,3,Form Submit
TP00036462,L010414,2026-03-27,CAM0178,CH03,1,Form Submit
TP00036463,L010414,2026-03-24,CAM0136,CH07,2,Form Submit
TP00036464,L010414,2026-03-12,CAM0053,CH04,3,Email Open
TP00036465,L010415,2026-07-02,CAM0220,CH03,1,Impression
TP00036466,L010415,2026-07-01,CAM0257,CH07,2,Email Open
TP00036467,L010415,2026-07-24,CAM0154,CH03,3,Form Submit
TP00036468,L010415,2026-06-12,CAM0144,CH02,4,Form Submit
TP00036469,L010416,2024-04-03,CAM0237,CH01,1,Email Open
TP00036470,L010416,2024-04-11,CAM0240,CH03,2,Form Submit
TP00036471,L010416,2024-04-13,CAM0088,CH02,3,Form Submit
TP00036472,L010416,2024-04-12,CAM0240,CH03,4,Website Visit
TP00036473,L010416,2024-04-24,CAM0214,CH03,5,Website Visit
TP00036474,L010416,2024-04-15,CAM0015,CH06,6,Email Open
TP00036475,L010417,2024-05-18,CAM0233,CH04,1,Website Visit
TP00036476,L010417,2024-05-19,CAM0222,CH02,2,Website Visit
TP00036477,L010418,2024-02-21,CAM0089,CH01,1,Email Open
TP00036478,L010418,2024-01-25,CAM0240,CH03,2,Website Visit
TP00036479,L010418,2024-02-21,CAM0086,CH07,3,Click
TP00036480,L010418,2024-02-08,CAM0218,CH07,4,Impression
TP00036481,L010418,2024-02-26,CAM0093,CH07,5,Website Visit
TP00036482,L010418,2024-02-03,CAM0299,CH02,6,Form Submit
TP00036483,L010419,2024-02-08,CAM0217,CH06,1,Email Open
TP00036484,L010419,2024-03-09,CAM0277,CH06,2,Form Submit
TP00036485,L010419,2024-02-29,CAM0189,CH03,3,Email Open
TP00036486,L010420,2026-04-13,CAM0057,CH04,1,Impression
TP00036487,L010420,2026-04-20,CAM0093,CH07,2,Website Visit
TP00036488,L010420,2026-04-10,CAM0026,CH03,3,Form Submit
TP00036489,L010421,2024-04-06,CAM0090,CH02,1,Website Visit
TP00036490,L010421,2024-03-26,CAM0114,CH05,2,Website Visit
TP00036491,L010421,2024-03-30,CAM0263,CH04,3,Form Submit
TP00036492,L010421,2024-03-27,CAM0290,CH04,4,Website Visit
TP00036493,L010421,2024-04-20,CAM0284,CH04,5,Click
TP00036494,L010422,2024-10-01,CAM0222,CH02,1,Website Visit
TP00036495,L010422,2024-09-22,CAM0226,CH03,2,Click
TP00036496,L010422,2024-09-12,CAM0263,CH04,3,Form Submit
TP00036497,L010423,2026-02-01,CAM0050,CH04,1,Impression
TP00036498,L010423,2026-01-25,CAM0026,CH03,2,Form Submit
TP00036499,L010423,2026-02-10,CAM0101,CH06,3,Form Submit
TP00036500,L010423,2026-03-04,CAM0221,CH01,4,Form Submit
TP00036501,L010423,2026-02-10,CAM0300,CH01,5,Form Submit
TP00036502,L010424,2026-03-13,CAM0150,CH02,1,Impression
TP00036503,L010424,2026-04-05,CAM0223,CH05,2,Website Visit
TP00036504,L010424,2026-04-14,CAM0209,CH03,3,Website Visit
TP00036505,L010425,2025-03-25,CAM0215,CH02,1,Email Open
TP00036506,L010426,2024-05-29,CAM0234,CH07,1,Website Visit
TP00036507,L010426,2024-06-23,CAM0279,CH07,2,Website Visit
TP00036508,L010426,2024-05-31,CAM0124,CH03,3,Form Submit
TP00036509,L010426,2024-05-17,CAM0120,CH06,4,Form Submit
TP00036510,L010427,2026-07-02,CAM0220,CH03,1,Email Open
TP00036511,L010427,2026-07-11,CAM0158,CH05,2,Form Submit
TP00036512,L010428,2025-06-07,CAM0153,CH06,1,Website Visit
TP00036513,L010428,2025-05-23,CAM0077,CH02,2,Impression
TP00036514,L010428,2025-05-23,CAM0254,CH01,3,Email Open
TP00036515,L010428,2025-06-08,CAM0173,CH06,4,Email Open
TP00036516,L010428,2025-04-29,CAM0226,CH03,5,Form Submit
TP00036517,L010429,2024-09-15,CAM0136,CH07,1,Impression
TP00036518,L010429,2024-09-18,CAM0160,CH04,2,Email Open
TP00036519,L010429,2024-09-17,CAM0219,CH04,3,Form Submit
TP00036520,L010429,2024-08-22,CAM0158,CH05,4,Email Open
TP00036521,L010429,2024-08-21,CAM0131,CH06,5,Email Open
TP00036522,L010429,2024-09-19,CAM0060,CH05,6,Click
TP00036523,L010430,2026-06-08,CAM0250,CH01,1,Email Open
TP00036524,L010430,2026-06-14,CAM0093,CH07,2,Impression
TP00036525,L010430,2026-06-03,CAM0045,CH06,3,Website Visit
TP00036526,L010430,2026-06-23,CAM0006,CH04,4,Website Visit
TP00036527,L010430,2026-05-28,CAM0019,CH02,5,Form Submit
TP00036528,L010430,2026-06-11,CAM0175,CH02,6,Email Open
TP00036529,L010431,2025-10-01,CAM0135,CH07,1,Impression
TP00036530,L010431,2025-09-12,CAM0152,CH03,2,Impression
TP00036531,L010431,2025-09-28,CAM0198,CH06,3,Email Open
TP00036532,L010431,2025-10-08,CAM0100,CH04,4,Website Visit
TP00036533,L010432,2025-11-18,CAM0260,CH03,1,Email Open
TP00036534,L010432,2025-12-28,CAM0106,CH07,2,Website Visit
TP00036535,L010432,2025-12-13,CAM0097,CH06,3,Click
TP00036536,L010432,2025-11-28,CAM0214,CH03,4,Impression
TP00036537,L010432,2025-11-28,CAM0007,CH02,5,Email Open
TP00036538,L010433,2024-04-03,CAM0007,CH02,1,Impression
TP00036539,L010433,2024-02-25,CAM0059,CH01,2,Impression
TP00036540,L010433,2024-03-09,CAM0039,CH04,3,Form Submit
TP00036541,L010434,2024-05-12,CAM0012,CH07,1,Website Visit
TP00036542,L010434,2024-04-08,CAM0196,CH02,2,Website Visit
TP00036543,L010434,2024-04-16,CAM0209,CH03,3,Form Submit
TP00036544,L010435,2025-09-07,CAM0175,CH02,1,Form Submit
TP00036545,L010436,2025-01-17,CAM0153,CH06,1,Click
TP00036546,L010436,2025-01-10,CAM0067,CH07,2,Impression
TP00036547,L010436,2025-02-03,CAM0127,CH07,3,Click
TP00036548,L010436,2025-01-25,CAM0244,CH03,4,Impression
TP00036549,L010436,2024-12-31,CAM0270,CH07,5,Click
TP00036550,L010436,2024-12-31,CAM0266,CH04,6,Website Visit
TP00036551,L010437,2024-04-06,CAM0067,CH07,1,Form Submit
TP00036552,L010437,2024-03-21,CAM0152,CH03,2,Click
TP00036553,L010437,2024-04-23,CAM0166,CH02,3,Email Open
TP00036554,L010437,2024-03-20,CAM0061,CH01,4,Email Open
TP00036555,L010437,2024-04-14,CAM0212,CH06,5,Form Submit
TP00036556,L010438,2024-07-10,CAM0167,CH05,1,Website Visit
TP00036557,L010438,2024-07-20,CAM0300,CH01,2,Email Open
TP00036558,L010439,2026-02-08,CAM0167,CH05,1,Email Open
TP00036559,L010439,2026-02-23,CAM0064,CH06,2,Website Visit
TP00036560,L010440,2024-11-03,CAM0177,CH07,1,Form Submit
TP00036561,L010441,2025-03-23,CAM0248,CH02,1,Form Submit
TP00036562,L010441,2025-03-27,CAM0057,CH04,2,Form Submit
TP00036563,L010441,2025-03-09,CAM0168,CH02,3,Click
TP00036564,L010441,2025-04-03,CAM0235,CH02,4,Form Submit
TP00036565,L010442,2025-09-27,CAM0156,CH07,1,Website Visit
TP00036566,L010442,2025-10-03,CAM0014,CH01,2,Click
TP00036567,L010442,2025-11-01,CAM0271,CH02,3,Click
TP00036568,L010442,2025-10-17,CAM0261,CH04,4,Form Submit
TP00036569,L010442,2025-10-06,CAM0201,CH03,5,Email Open
TP00036570,L010443,2024-05-10,CAM0147,CH02,1,Email Open
TP00036571,L010443,2024-04-04,CAM0150,CH02,2,Email Open
TP00036572,L010443,2024-05-10,CAM0292,CH02,3,Email Open
TP00036573,L010443,2024-04-17,CAM0105,CH02,4,Form Submit
TP00036574,L010444,2025-12-10,CAM0056,CH07,1,Email Open
TP00036575,L010444,2025-12-10,CAM0262,CH02,2,Click
TP00036576,L010444,2025-12-19,CAM0057,CH04,3,Email Open
TP00036577,L010444,2025-12-23,CAM0094,CH01,4,Website Visit
TP00036578,L010445,2024-07-27,CAM0229,CH02,1,Website Visit
TP00036579,L010445,2024-08-05,CAM0056,CH07,2,Form Submit
TP00036580,L010445,2024-08-07,CAM0044,CH06,3,Email Open
TP00036581,L010445,2024-06-28,CAM0097,CH06,4,Click
TP00036582,L010445,2024-07-05,CAM0191,CH02,5,Click
TP00036583,L010446,2026-04-20,CAM0278,CH06,1,Click
TP00036584,L010446,2026-04-16,CAM0263,CH04,2,Form Submit
TP00036585,L010447,2024-07-11,CAM0016,CH02,1,Click
TP00036586,L010447,2024-06-25,CAM0008,CH02,2,Website Visit
TP00036587,L010447,2024-07-08,CAM0210,CH03,3,Form Submit
TP00036588,L010447,2024-06-13,CAM0035,CH06,4,Form Submit
TP00036589,L010448,2024-09-12,CAM0201,CH03,1,Website Visit
TP00036590,L010449,2024-12-06,CAM0005,CH02,1,Form Submit
TP00036591,L010449,2024-11-30,CAM0290,CH04,2,Impression
TP00036592,L010449,2025-01-12,CAM0004,CH07,3,Impression
TP00036593,L010449,2025-01-06,CAM0073,CH05,4,Website Visit
TP00036594,L010449,2024-12-28,CAM0047,CH07,5,Form Submit
TP00036595,L010450,2026-08-03,CAM0034,CH01,1,Click
TP00036596,L010451,2025-04-09,CAM0275,CH07,1,Website Visit
TP00036597,L010451,2025-04-07,CAM0239,CH05,2,Impression
TP00036598,L010451,2025-03-06,CAM0146,CH01,3,Click
TP00036599,L010451,2025-04-13,CAM0006,CH04,4,Email Open
TP00036600,L010452,2025-04-13,CAM0059,CH01,1,Form Submit
TP00036601,L010452,2025-04-20,CAM0069,CH04,2,Website Visit
TP00036602,L010452,2025-03-21,CAM0062,CH03,3,Form Submit
TP00036603,L010452,2025-04-21,CAM0070,CH02,4,Impression
TP00036604,L010452,2025-04-16,CAM0192,CH05,5,Impression
TP00036605,L010453,2026-06-30,CAM0102,CH01,1,Impression
TP00036606,L010453,2026-07-23,CAM0202,CH04,2,Website Visit
TP00036607,L010454,2026-06-26,CAM0259,CH06,1,Impression
TP00036608,L010454,2026-06-02,CAM0060,CH05,2,Impression
TP00036609,L010454,2026-06-04,CAM0246,CH01,3,Form Submit
TP00036610,L010455,2024-06-09,CAM0074,CH04,1,Website Visit
TP00036611,L010455,2024-06-01,CAM0023,CH02,2,Email Open
TP00036612,L010456,2025-05-24,CAM0299,CH02,1,Website Visit
TP00036613,L010456,2025-05-31,CAM0104,CH06,2,Website Visit
TP00036614,L010456,2025-05-22,CAM0132,CH01,3,Website Visit
TP00036615,L010456,2025-06-08,CAM0288,CH03,4,Email Open
TP00036616,L010457,2025-03-29,CAM0245,CH05,1,Impression
TP00036617,L010457,2025-04-08,CAM0095,CH07,2,Email Open
TP00036618,L010457,2025-03-30,CAM0206,CH06,3,Website Visit
TP00036619,L010458,2025-12-01,CAM0024,CH04,1,Form Submit
TP00036620,L010458,2025-11-27,CAM0217,CH06,2,Click
TP00036621,L010458,2025-12-01,CAM0211,CH01,3,Click
TP00036622,L010459,2024-08-20,CAM0156,CH07,1,Form Submit
TP00036623,L010460,2025-03-12,CAM0024,CH04,1,Email Open
TP00036624,L010460,2025-02-06,CAM0224,CH06,2,Email Open
TP00036625,L010460,2025-02-27,CAM0103,CH06,3,Email Open
TP00036626,L010460,2025-02-11,CAM0099,CH05,4,Website Visit
TP00036627,L010460,2025-03-06,CAM0298,CH06,5,Website Visit
TP00036628,L010461,2025-04-19,CAM0212,CH06,1,Website Visit
TP00036629,L010461,2025-04-14,CAM0181,CH01,2,Form Submit
TP00036630,L010461,2025-05-11,CAM0141,CH03,3,Email Open
TP00036631,L010461,2025-04-22,CAM0057,CH04,4,Impression
TP00036632,L010461,2025-05-05,CAM0117,CH06,5,Website Visit
TP00036633,L010462,2024-12-20,CAM0246,CH01,1,Form Submit
TP00036634,L010462,2024-11-26,CAM0275,CH07,2,Click
TP00036635,L010462,2024-12-17,CAM0163,CH01,3,Form Submit
TP00036636,L010463,2024-08-08,CAM0211,CH01,1,Email Open
TP00036637,L010463,2024-08-26,CAM0096,CH02,2,Impression
TP00036638,L010463,2024-08-05,CAM0044,CH06,3,Website Visit
TP00036639,L010463,2024-08-20,CAM0179,CH02,4,Email Open
TP00036640,L010463,2024-08-07,CAM0178,CH03,5,Email Open
TP00036641,L010463,2024-08-22,CAM0243,CH04,6,Email Open
TP00036642,L010464,2024-03-14,CAM0167,CH05,1,Click
TP00036643,L010464,2024-04-14,CAM0271,CH02,2,Email Open
TP00036644,L010464,2024-04-21,CAM0170,CH02,3,Form Submit
TP00036645,L010464,2024-04-15,CAM0015,CH06,4,Impression
TP00036646,L010464,2024-03-09,CAM0187,CH03,5,Form Submit
TP00036647,L010465,2024-05-21,CAM0258,CH05,1,Form Submit
TP00036648,L010465,2024-05-03,CAM0280,CH01,2,Click
TP00036649,L010465,2024-06-10,CAM0224,CH06,3,Click
TP00036650,L010466,2026-03-31,CAM0115,CH06,1,Email Open
TP00036651,L010466,2026-03-05,CAM0274,CH01,2,Impression
TP00036652,L010466,2026-03-29,CAM0272,CH06,3,Website Visit
TP00036653,L010466,2026-02-20,CAM0267,CH02,4,Email Open
TP00036654,L010467,2025-11-20,CAM0146,CH01,1,Email Open
TP00036655,L010467,2025-11-25,CAM0242,CH02,2,Website Visit
TP00036656,L010468,2024-11-28,CAM0299,CH02,1,Website Visit
TP00036657,L010468,2024-11-29,CAM0204,CH06,2,Form Submit
TP00036658,L010468,2024-12-16,CAM0006,CH04,3,Form Submit
TP00036659,L010468,2024-11-03,CAM0039,CH04,4,Form Submit
TP00036660,L010468,2024-11-08,CAM0164,CH03,5,Impression
TP00036661,L010468,2024-11-05,CAM0078,CH04,6,Impression
TP00036662,L010469,2025-06-09,CAM0084,CH07,1,Impression
TP00036663,L010469,2025-05-15,CAM0038,CH05,2,Click
TP00036664,L010469,2025-06-21,CAM0231,CH05,3,Click
TP00036665,L010469,2025-06-01,CAM0184,CH07,4,Click
TP00036666,L010470,2024-09-10,CAM0240,CH03,1,Impression
TP00036667,L010470,2024-08-27,CAM0043,CH07,2,Form Submit
TP00036668,L010470,2024-09-10,CAM0172,CH05,3,Website Visit
TP00036669,L010470,2024-09-14,CAM0035,CH06,4,Click
TP00036670,L010470,2024-09-20,CAM0112,CH06,5,Website Visit
TP00036671,L010470,2024-09-19,CAM0088,CH02,6,Click
TP00036672,L010471,2024-06-16,CAM0253,CH02,1,Click
TP00036673,L010471,2024-06-24,CAM0057,CH04,2,Form Submit
TP00036674,L010472,2024-03-04,CAM0178,CH03,1,Impression
TP00036675,L010472,2024-03-23,CAM0086,CH07,2,Email Open
TP00036676,L010473,2026-06-10,CAM0067,CH07,1,Form Submit
TP00036677,L010473,2026-06-11,CAM0069,CH04,2,Click
TP00036678,L010473,2026-06-01,CAM0072,CH04,3,Impression
TP00036679,L010473,2026-06-25,CAM0213,CH01,4,Email Open
TP00036680,L010473,2026-06-14,CAM0162,CH07,5,Email Open
TP00036681,L010474,2024-11-27,CAM0230,CH02,1,Click
TP00036682,L010474,2025-01-01,CAM0012,CH07,2,Click
TP00036683,L010474,2024-11-21,CAM0151,CH04,3,Email Open
TP00036684,L010474,2024-12-05,CAM0291,CH02,4,Impression
TP00036685,L010475,2024-05-17,CAM0266,CH04,1,Email Open
TP00036686,L010475,2024-05-29,CAM0204,CH06,2,Email Open
TP00036687,L010475,2024-05-25,CAM0023,CH02,3,Impression
TP00036688,L010475,2024-06-13,CAM0096,CH02,4,Form Submit
TP00036689,L010476,2025-11-26,CAM0201,CH03,1,Email Open
TP00036690,L010476,2025-12-06,CAM0189,CH03,2,Email Open
TP00036691,L010477,2025-10-14,CAM0249,CH01,1,Website Visit
TP00036692,L010477,2025-09-17,CAM0212,CH06,2,Email Open
TP00036693,L010478,2026-07-05,CAM0252,CH07,1,Form Submit
TP00036694,L010478,2026-06-08,CAM0194,CH07,2,Email Open
TP00036695,L010478,2026-07-03,CAM0053,CH04,3,Impression
TP00036696,L010478,2026-06-12,CAM0048,CH06,4,Email Open
TP00036697,L010478,2026-06-20,CAM0198,CH06,5,Impression
TP00036698,L010478,2026-07-02,CAM0126,CH04,6,Impression
TP00036699,L010479,2025-08-31,CAM0140,CH07,1,Website Visit
