LeadID,CreatedDate,CampaignID,ChannelID,Segment,Country,LatestStage,EstimatedValue
L002616,2024-05-30,CAM0041,CH04,SMB,US,Lead,2719.26
L002617,2025-10-09,CAM0148,CH04,Enterprise,Australia,MQL,2543.66
L002618,2026-05-20,CAM0059,CH01,Mid-Market,Germany,Opportunity,729.22
L002619,2026-01-10,CAM0137,CH02,Mid-Market,UK,SQL,3452.91
L002620,2024-04-02,CAM0192,CH05,Mid-Market,US,Opportunity,2501.87
L002621,2024-09-17,CAM0259,CH06,SMB,UK,Lead,934.17
L002622,2024-05-25,CAM0240,CH03,SMB,Germany,MQL,1606.24
L002623,2025-10-15,CAM0133,CH06,Mid-Market,UK,Lead,1692.4
L002624,2025-06-24,CAM0190,CH06,SMB,Australia,MQL,1605.68
L002625,2025-10-06,CAM0181,CH01,SMB,Germany,MQL,1700.79
L002626,2025-10-27,CAM0171,CH03,Enterprise,UK,Lead,637.56
L002627,2025-12-02,CAM0287,CH05,SMB,UK,Opportunity,989.71
L002628,2024-12-23,CAM0104,CH06,Mid-Market,Australia,Opportunity,2248.03
L002629,2026-02-05,CAM0235,CH02,SMB,UK,SQL,2469.14
L002630,2025-12-20,CAM0279,CH07,Mid-Market,Singapore,Lead,284.88
L002631,2026-05-16,CAM0124,CH03,SMB,Germany,MQL,2895.21
L002632,2024-03-24,CAM0289,CH03,Enterprise,Australia,SQL,876.7
L002633,2025-04-17,CAM0206,CH06,SMB,Singapore,SQL,2052.8
L002634,2025-04-02,CAM0285,CH06,Enterprise,US,Lead,1440.26
L002635,2024-03-23,CAM0090,CH02,Enterprise,US,MQL,1471.27
L002636,2025-03-21,CAM0088,CH02,SMB,UK,Lead,236.14
L002637,2024-11-02,CAM0021,CH01,Enterprise,Singapore,MQL,1276.4
L002638,2024-03-18,CAM0214,CH03,SMB,Singapore,Lead,1866.45
L002639,2026-03-31,CAM0213,CH01,SMB,Australia,Lead,3773.02
L002640,2024-06-06,CAM0087,CH05,Enterprise,UK,Lead,1829.12
L002641,2025-04-24,CAM0289,CH03,Mid-Market,Australia,MQL,1791.68
L002642,2026-05-23,CAM0280,CH01,SMB,UK,MQL,1874.98
L002643,2024-06-03,CAM0055,CH01,Enterprise,Singapore,MQL,2735.02
L002644,2024-07-16,CAM0200,CH07,Enterprise,UK,MQL,2962.11
L002645,2025-03-01,CAM0214,CH03,SMB,US,MQL,595.76
L002646,2024-12-24,CAM0239,CH05,SMB,UK,MQL,3287.94
L002647,2026-01-12,CAM0249,CH01,Enterprise,UK,SQL,1462.94
L002648,2024-06-01,CAM0111,CH05,SMB,Australia,Lead,4224.22
L002649,2024-12-13,CAM0051,CH03,Mid-Market,Germany,Lead,313.99
L002650,2024-05-16,CAM0006,CH04,Mid-Market,UK,Opportunity,1644.32
L002651,2024-12-26,CAM0031,CH03,Mid-Market,Australia,MQL,790.9
L002652,2024-02-21,CAM0249,CH01,Enterprise,Australia,Lead,745.89
L002653,2025-05-23,CAM0184,CH07,SMB,Australia,SQL,3019.97
L002654,2024-09-07,CAM0267,CH02,Enterprise,UK,MQL,97.18
L002655,2025-11-08,CAM0091,CH06,Mid-Market,UK,Opportunity,697.38
L002656,2026-07-04,CAM0076,CH04,SMB,Singapore,Opportunity,451.28
L002657,2024-01-23,CAM0292,CH02,Mid-Market,US,Lead,1988.67
L002658,2025-03-28,CAM0092,CH02,SMB,Singapore,Lead,3264.89
L002659,2025-07-03,CAM0273,CH05,Enterprise,US,Lead,1003.95
L002660,2024-03-05,CAM0177,CH07,Mid-Market,US,MQL,782.8
L002661,2025-07-05,CAM0140,CH07,Enterprise,Australia,MQL,3364.06
L002662,2024-04-29,CAM0132,CH01,SMB,Germany,Lead,2420.13
L002663,2024-07-19,CAM0027,CH01,SMB,UK,Lead,3547.37
L002664,2024-04-20,CAM0155,CH05,SMB,Singapore,Lead,1972.27
L002665,2024-06-07,CAM0174,CH02,Enterprise,Germany,SQL,3442.46
L002666,2026-05-17,CAM0157,CH02,Enterprise,US,Opportunity,3300.53
L002667,2024-01-01,CAM0030,CH06,Mid-Market,UK,Lead,2026.4
L002668,2025-02-21,CAM0256,CH03,Enterprise,UK,MQL,2442.43
L002669,2024-11-17,CAM0159,CH01,SMB,UK,Lead,2051.02
L002670,2025-08-09,CAM0040,CH02,SMB,Singapore,MQL,385.35
L002671,2024-01-30,CAM0132,CH01,Mid-Market,Singapore,Opportunity,2187.14
L002672,2026-06-29,CAM0120,CH06,Enterprise,Singapore,Lead,1855.03
L002673,2025-05-19,CAM0086,CH07,Mid-Market,UK,MQL,571.03
L002674,2024-10-05,CAM0249,CH01,Mid-Market,US,SQL,3402.64
L002675,2025-02-22,CAM0226,CH03,Mid-Market,Australia,SQL,1549.75
L002676,2026-01-24,CAM0168,CH02,SMB,Singapore,Lead,2816.13
L002677,2025-05-07,CAM0082,CH03,Mid-Market,UK,SQL,679.37
L002678,2024-01-08,CAM0202,CH04,SMB,UK,Lead,1519.43
L002679,2025-08-02,CAM0019,CH02,Mid-Market,UK,MQL,1593.89
L002680,2024-03-29,CAM0228,CH02,Mid-Market,US,MQL,2671.59
L002681,2025-06-21,CAM0067,CH07,SMB,UK,Lead,3769.22
L002682,2026-01-01,CAM0114,CH05,Enterprise,Germany,SQL,3510.87
L002683,2025-09-11,CAM0150,CH02,SMB,Singapore,MQL,3276.65
L002684,2025-09-06,CAM0294,CH03,Mid-Market,Germany,Lead,790.58
L002685,2024-08-19,CAM0274,CH01,SMB,US,SQL,2292.01
L002686,2026-08-19,CAM0076,CH04,Enterprise,UK,SQL,1436.89
L002687,2024-10-24,CAM0104,CH06,SMB,US,Lead,2568.87
L002688,2024-08-06,CAM0246,CH01,SMB,Singapore,Customer,634.85
L002689,2024-02-24,CAM0022,CH04,SMB,Germany,Customer,289.5
L002690,2026-03-02,CAM0243,CH04,SMB,US,Customer,2302.65
L002691,2024-04-04,CAM0035,CH06,Mid-Market,Singapore,Opportunity,2078.11
L002692,2024-07-08,CAM0181,CH01,Mid-Market,US,MQL,1872.81
L002693,2025-11-05,CAM0205,CH02,Enterprise,US,MQL,782.26
L002694,2024-12-22,CAM0232,CH06,SMB,Singapore,Lead,511.76
L002695,2025-03-03,CAM0083,CH05,SMB,Singapore,MQL,2579.56
L002696,2025-10-26,CAM0220,CH03,Mid-Market,Singapore,Opportunity,2142.57
L002697,2025-12-14,CAM0209,CH03,SMB,UK,Opportunity,943.34
L002698,2024-11-21,CAM0291,CH02,SMB,Singapore,MQL,681.82
L002699,2026-08-14,CAM0062,CH03,Mid-Market,US,Lead,3192.12
L002700,2024-04-25,CAM0185,CH06,SMB,Australia,Lead,185.63
L002701,2026-02-01,CAM0020,CH02,Enterprise,Singapore,MQL,2380.79
L002702,2024-06-30,CAM0116,CH02,Enterprise,UK,MQL,2980.17
L002703,2026-02-20,CAM0149,CH01,SMB,Germany,Lead,1147.41
L002704,2026-08-02,CAM0137,CH02,Mid-Market,Germany,SQL,4059.85
L002705,2024-02-20,CAM0189,CH03,Enterprise,Singapore,MQL,2468.75
L002706,2025-04-04,CAM0115,CH06,SMB,Australia,Lead,2084.43
L002707,2024-08-04,CAM0168,CH02,Enterprise,Australia,Lead,2403.69
L002708,2026-08-18,CAM0139,CH06,Enterprise,UK,Opportunity,2345.94
L002709,2026-02-21,CAM0132,CH01,Enterprise,Germany,Lead,899.86
L002710,2025-04-16,CAM0069,CH04,Enterprise,UK,Lead,1334.13
L002711,2026-03-24,CAM0272,CH06,Mid-Market,US,Lead,1457.33
L002712,2025-10-31,CAM0142,CH06,Enterprise,UK,Lead,618.11
L002713,2025-07-11,CAM0115,CH06,Enterprise,Singapore,Customer,444.13
L002714,2025-03-19,CAM0008,CH02,SMB,Australia,MQL,1269.75
L002715,2025-02-26,CAM0148,CH04,Enterprise,Singapore,MQL,2371.48
L002716,2025-07-09,CAM0293,CH05,SMB,Australia,Opportunity,49.14
L002717,2025-07-18,CAM0110,CH02,Mid-Market,Singapore,Customer,1740.52
L002718,2025-08-03,CAM0012,CH07,SMB,US,SQL,1954.95
L002719,2024-03-18,CAM0171,CH03,Mid-Market,Germany,MQL,1690.2
L002720,2025-04-20,CAM0270,CH07,Mid-Market,UK,Lead,227.87
L002721,2026-03-10,CAM0079,CH07,Mid-Market,Australia,Opportunity,2840.36
L002722,2025-06-14,CAM0144,CH02,SMB,Singapore,SQL,2478.63
L002723,2025-07-18,CAM0155,CH05,SMB,US,SQL,1496.26
L002724,2026-05-24,CAM0165,CH07,Enterprise,Singapore,MQL,2665.07
L002725,2026-03-11,CAM0161,CH05,SMB,Germany,SQL,1963.13
L002726,2024-06-05,CAM0227,CH06,Mid-Market,UK,Lead,629.31
L002727,2026-04-25,CAM0103,CH06,SMB,Germany,Lead,2505.82
L002728,2026-05-06,CAM0112,CH06,SMB,Singapore,Lead,2719.67
L002729,2026-04-02,CAM0025,CH03,Mid-Market,Germany,SQL,3542.53
L002730,2025-01-07,CAM0196,CH02,Enterprise,Singapore,MQL,1791.9
L002731,2026-04-02,CAM0165,CH07,SMB,Singapore,SQL,691.12
L002732,2026-02-02,CAM0279,CH07,Enterprise,UK,Lead,3173.82
L002733,2024-09-08,CAM0034,CH01,Enterprise,Singapore,MQL,1041.01
L002734,2024-08-22,CAM0032,CH01,Enterprise,Germany,Customer,2381.83
L002735,2026-08-31,CAM0261,CH04,Mid-Market,Germany,SQL,3175.03
L002736,2026-01-29,CAM0260,CH03,Enterprise,US,MQL,390.51
L002737,2024-08-08,CAM0194,CH07,Enterprise,Singapore,Lead,2051.38
L002738,2026-02-23,CAM0297,CH07,Enterprise,US,Lead,1428.94
L002739,2024-09-08,CAM0147,CH02,SMB,Germany,Lead,1893.56
L002740,2024-12-05,CAM0060,CH05,Mid-Market,Germany,SQL,1680.21
L002741,2025-10-19,CAM0136,CH07,SMB,Australia,Lead,1218.64
L002742,2024-05-24,CAM0093,CH07,SMB,UK,Customer,518.73
L002743,2025-06-28,CAM0175,CH02,Enterprise,Singapore,SQL,1708.03
L002744,2025-05-23,CAM0273,CH05,SMB,Germany,Customer,1832.44
L002745,2025-09-08,CAM0016,CH02,Mid-Market,Singapore,Opportunity,1232.39
L002746,2024-06-10,CAM0281,CH05,Mid-Market,US,SQL,1948.16
L002747,2024-12-02,CAM0078,CH04,SMB,Germany,Customer,381.26
L002748,2024-07-31,CAM0122,CH02,Enterprise,US,Lead,471.01
L002749,2025-04-24,CAM0024,CH04,Enterprise,Australia,MQL,3019.33
L002750,2026-07-26,CAM0224,CH06,Enterprise,UK,Opportunity,2146.99
L002751,2024-11-27,CAM0161,CH05,Mid-Market,Germany,SQL,285.6
L002752,2025-02-25,CAM0210,CH03,Mid-Market,UK,MQL,2608.93
L002753,2026-01-19,CAM0260,CH03,Mid-Market,Australia,MQL,2723.32
L002754,2026-08-23,CAM0238,CH02,Mid-Market,Germany,MQL,2874.92
L002755,2026-07-28,CAM0056,CH07,Mid-Market,Singapore,Lead,1824.61
L002756,2025-03-27,CAM0192,CH05,Mid-Market,Australia,Lead,1828.09
L002757,2024-12-08,CAM0266,CH04,SMB,Singapore,MQL,3822.45
L002758,2025-02-22,CAM0179,CH02,SMB,Australia,Customer,346.67
L002759,2024-09-28,CAM0175,CH02,SMB,UK,SQL,1983.53
L002760,2024-04-15,CAM0129,CH01,Mid-Market,UK,Opportunity,3292.48
L002761,2026-02-12,CAM0283,CH06,Enterprise,Germany,Lead,1402.35
L002762,2025-10-22,CAM0220,CH03,SMB,Australia,Customer,2783.66
L002763,2025-12-25,CAM0001,CH04,Mid-Market,US,SQL,3533.01
L002764,2025-05-14,CAM0008,CH02,Mid-Market,US,Lead,3191.48
L002765,2025-01-12,CAM0157,CH02,Mid-Market,US,SQL,3108.02
L002766,2025-01-04,CAM0046,CH03,SMB,US,MQL,3348.09
L002767,2024-09-18,CAM0211,CH01,Mid-Market,Singapore,SQL,2013.82
L002768,2024-09-22,CAM0270,CH07,SMB,Germany,Opportunity,1883.99
L002769,2026-06-06,CAM0132,CH01,Enterprise,Australia,SQL,2156.17
L002770,2026-03-04,CAM0003,CH07,Mid-Market,Australia,MQL,1063.63
L002771,2025-06-13,CAM0226,CH03,Enterprise,Australia,Lead,2911.09
L002772,2025-10-23,CAM0135,CH07,SMB,Australia,Customer,2130.32
L002773,2024-01-27,CAM0027,CH01,Enterprise,US,Lead,762.25
L002774,2025-05-04,CAM0089,CH01,SMB,Germany,Lead,1707.0
L002775,2024-01-27,CAM0255,CH03,Mid-Market,Singapore,Lead,553.62
L002776,2025-02-21,CAM0125,CH01,Mid-Market,UK,SQL,3519.43
L002777,2025-03-11,CAM0245,CH05,Enterprise,Singapore,Lead,65.31
L002778,2026-05-13,CAM0078,CH04,Mid-Market,UK,Lead,91.7
L002779,2024-05-24,CAM0035,CH06,SMB,UK,Opportunity,2616.87
L002780,2026-08-12,CAM0060,CH05,SMB,UK,MQL,2365.64
L002781,2024-07-20,CAM0077,CH02,Mid-Market,Singapore,Lead,746.68
L002782,2026-06-18,CAM0210,CH03,Enterprise,Australia,SQL,2919.46
L002783,2024-07-27,CAM0069,CH04,Enterprise,Singapore,Customer,1030.66
L002784,2024-05-21,CAM0185,CH06,SMB,Australia,Lead,2066.6
L002785,2024-04-20,CAM0020,CH02,Mid-Market,UK,Lead,3397.89
L002786,2024-09-10,CAM0133,CH06,Enterprise,Singapore,MQL,2351.52
L002787,2025-07-03,CAM0252,CH07,Enterprise,US,MQL,4008.89
L002788,2025-04-23,CAM0015,CH06,Enterprise,Germany,MQL,459.25
L002789,2025-10-01,CAM0063,CH04,SMB,Singapore,Lead,1065.82
L002790,2025-11-10,CAM0138,CH06,Enterprise,Germany,Lead,2570.35
L002791,2025-08-09,CAM0166,CH02,Mid-Market,US,Customer,1532.56
L002792,2026-04-17,CAM0216,CH01,Mid-Market,Australia,MQL,1005.07
L002793,2024-02-27,CAM0059,CH01,Enterprise,Australia,SQL,2734.62
L002794,2024-01-11,CAM0224,CH06,Enterprise,Australia,Lead,1182.9
L002795,2024-03-01,CAM0151,CH04,Enterprise,US,Lead,507.24
L002796,2026-06-02,CAM0033,CH01,SMB,Singapore,Lead,1944.02
L002797,2024-01-09,CAM0132,CH01,Mid-Market,Germany,Customer,1931.81
L002798,2024-01-30,CAM0067,CH07,Mid-Market,US,SQL,1503.8
L002799,2026-02-18,CAM0175,CH02,SMB,US,SQL,3304.76
L002800,2025-08-01,CAM0108,CH01,Mid-Market,UK,Opportunity,2607.3
L002801,2024-04-22,CAM0077,CH02,Mid-Market,Australia,SQL,936.54
L002802,2025-04-28,CAM0044,CH06,SMB,Singapore,MQL,1319.3
L002803,2026-01-03,CAM0012,CH07,Enterprise,UK,SQL,25.53
L002804,2026-07-05,CAM0027,CH01,Enterprise,UK,MQL,1695.4
L002805,2024-05-10,CAM0091,CH06,SMB,UK,SQL,1834.38
L002806,2026-06-06,CAM0076,CH04,SMB,UK,Lead,3488.75
L002807,2024-08-19,CAM0118,CH07,Mid-Market,Singapore,Lead,1533.36
L002808,2026-01-24,CAM0004,CH07,Mid-Market,Australia,SQL,637.79
L002809,2026-04-19,CAM0023,CH02,Mid-Market,Singapore,SQL,1963.43
L002810,2026-03-11,CAM0222,CH02,SMB,US,Lead,768.54
L002811,2024-01-24,CAM0016,CH02,Enterprise,UK,SQL,64.29
L002812,2024-08-29,CAM0184,CH07,SMB,Australia,Opportunity,419.77
L002813,2024-04-10,CAM0290,CH04,Mid-Market,Singapore,Lead,1497.1
L002814,2024-06-08,CAM0083,CH05,SMB,US,SQL,1305.18
L002815,2024-06-30,CAM0004,CH07,SMB,Singapore,Opportunity,874.81
L002816,2024-03-23,CAM0045,CH06,Enterprise,Australia,Opportunity,2924.98
L002817,2024-06-21,CAM0184,CH07,SMB,UK,MQL,3429.69
L002818,2026-05-10,CAM0176,CH05,Enterprise,Singapore,Opportunity,2480.15
L002819,2026-04-05,CAM0099,CH05,SMB,UK,Customer,1157.88
L002820,2024-08-03,CAM0092,CH02,Enterprise,UK,Lead,1862.9
L002821,2024-09-07,CAM0192,CH05,SMB,Germany,SQL,90.89
L002822,2025-05-22,CAM0080,CH07,Mid-Market,US,Lead,1595.74
L002823,2024-12-10,CAM0239,CH05,SMB,Singapore,Customer,2740.82
L002824,2024-07-16,CAM0070,CH02,SMB,Singapore,SQL,1366.36
L002825,2024-12-03,CAM0197,CH04,SMB,Singapore,Lead,2931.66
L002826,2024-06-16,CAM0079,CH07,Mid-Market,US,Customer,1358.69
L002827,2026-03-25,CAM0266,CH04,Enterprise,Germany,MQL,1905.33
L002828,2025-07-19,CAM0299,CH02,Enterprise,Germany,MQL,1315.48
L002829,2024-08-09,CAM0050,CH04,Enterprise,Singapore,SQL,3027.56
L002830,2024-02-12,CAM0230,CH02,Enterprise,Australia,Opportunity,3547.93
L002831,2026-07-27,CAM0157,CH02,SMB,Singapore,Lead,818.0
L002832,2026-07-15,CAM0157,CH02,Mid-Market,Germany,SQL,2510.64
L002833,2026-08-04,CAM0170,CH02,Mid-Market,Germany,MQL,1538.33
L002834,2026-08-09,CAM0126,CH04,Mid-Market,UK,Lead,485.29
L002835,2024-10-02,CAM0148,CH04,Enterprise,Germany,Opportunity,538.81
L002836,2026-02-03,CAM0103,CH06,Enterprise,US,Lead,2164.88
L002837,2025-10-09,CAM0249,CH01,SMB,Germany,Lead,2567.99
L002838,2026-01-06,CAM0207,CH07,Mid-Market,Germany,MQL,3647.59
L002839,2026-04-04,CAM0231,CH05,Mid-Market,US,MQL,2596.45
L002840,2026-07-18,CAM0128,CH05,SMB,Australia,Opportunity,2674.83
L002841,2025-03-01,CAM0124,CH03,SMB,Germany,Lead,882.42
L002842,2025-10-12,CAM0109,CH04,SMB,Australia,Opportunity,3836.75
L002843,2026-08-05,CAM0102,CH01,SMB,Australia,Opportunity,1840.73
L002844,2025-06-21,CAM0177,CH07,Enterprise,Germany,Lead,2977.71
L002845,2024-09-14,CAM0118,CH07,Mid-Market,Australia,Lead,1614.85
L002846,2025-04-21,CAM0194,CH07,SMB,Singapore,Lead,2774.8
L002847,2024-05-13,CAM0298,CH06,Mid-Market,US,MQL,1122.86
L002848,2025-10-24,CAM0237,CH01,SMB,Singapore,MQL,1376.17
L002849,2026-08-03,CAM0273,CH05,Enterprise,Singapore,SQL,1548.61
L002850,2024-05-18,CAM0060,CH05,SMB,Australia,Lead,1360.26
L002851,2025-10-09,CAM0166,CH02,Mid-Market,US,Lead,1151.42
L002852,2024-09-04,CAM0140,CH07,Enterprise,UK,MQL,806.81
L002853,2025-05-18,CAM0051,CH03,Mid-Market,US,SQL,3934.41
L002854,2024-05-14,CAM0054,CH01,Enterprise,Germany,Lead,1661.18
L002855,2026-04-09,CAM0293,CH05,Mid-Market,Germany,MQL,1975.82
L002856,2024-08-08,CAM0132,CH01,Enterprise,Germany,SQL,3908.63
L002857,2026-05-28,CAM0244,CH03,Mid-Market,UK,Customer,2850.28
L002858,2026-02-27,CAM0206,CH06,Mid-Market,Germany,Lead,2406.91
L002859,2024-09-04,CAM0059,CH01,Mid-Market,Germany,SQL,318.05
L002860,2025-04-24,CAM0189,CH03,Mid-Market,US,MQL,2301.4
L002861,2025-12-04,CAM0199,CH04,SMB,Australia,MQL,3151.44
L002862,2024-06-29,CAM0023,CH02,Mid-Market,Australia,SQL,3187.36
L002863,2025-01-26,CAM0055,CH01,Mid-Market,Germany,SQL,2667.16
L002864,2024-06-08,CAM0137,CH02,SMB,Australia,Lead,2560.05
L002865,2025-09-13,CAM0130,CH04,SMB,US,Lead,116.44
L002866,2025-03-07,CAM0039,CH04,Enterprise,Germany,Lead,2406.44
L002867,2024-03-03,CAM0060,CH05,SMB,UK,MQL,1488.91
L002868,2026-06-07,CAM0141,CH03,Mid-Market,Singapore,Opportunity,1792.06
L002869,2024-09-24,CAM0157,CH02,SMB,US,MQL,2308.95
L002870,2024-01-12,CAM0188,CH01,Mid-Market,Singapore,Opportunity,2733.58
L002871,2026-02-21,CAM0076,CH04,Mid-Market,US,MQL,2143.17
L002872,2026-06-17,CAM0253,CH02,SMB,Australia,Lead,793.37
L002873,2024-11-05,CAM0209,CH03,SMB,US,Opportunity,2606.17
L002874,2026-07-07,CAM0107,CH01,Mid-Market,Australia,Lead,3032.35
L002875,2024-03-24,CAM0282,CH03,Enterprise,Germany,SQL,2232.96
L002876,2026-02-12,CAM0205,CH02,Enterprise,Australia,MQL,2764.29
L002877,2026-08-03,CAM0069,CH04,SMB,UK,MQL,1997.63
L002878,2026-06-17,CAM0203,CH05,Enterprise,Singapore,Opportunity,1177.76
L002879,2025-01-09,CAM0051,CH03,Enterprise,Singapore,Customer,988.44
L002880,2025-01-05,CAM0209,CH03,SMB,Germany,SQL,2305.92
L002881,2025-05-01,CAM0187,CH03,Mid-Market,UK,Customer,1321.35
L002882,2024-10-08,CAM0292,CH02,Mid-Market,US,SQL,1270.01
L002883,2024-12-24,CAM0024,CH04,SMB,UK,Lead,1363.69
L002884,2025-03-02,CAM0194,CH07,Enterprise,Australia,Opportunity,678.82
L002885,2025-05-21,CAM0248,CH02,SMB,Singapore,MQL,3933.55
L002886,2025-03-06,CAM0227,CH06,Mid-Market,Germany,Opportunity,3886.82
L002887,2025-07-10,CAM0170,CH02,Enterprise,Germany,Opportunity,1334.81
L002888,2025-12-14,CAM0198,CH06,Mid-Market,UK,Lead,1643.4
L002889,2025-09-03,CAM0191,CH02,SMB,Singapore,Lead,3894.02
L002890,2024-06-30,CAM0082,CH03,SMB,UK,Lead,4110.13
L002891,2025-09-23,CAM0015,CH06,Mid-Market,Germany,Customer,283.7
L002892,2026-06-12,CAM0012,CH07,SMB,US,MQL,1478.22
L002893,2024-12-17,CAM0029,CH03,Mid-Market,Singapore,Lead,2681.5
L002894,2024-02-12,CAM0228,CH02,SMB,US,Opportunity,1032.6
L002895,2024-04-15,CAM0275,CH07,Mid-Market,US,Opportunity,1364.43
L002896,2025-04-13,CAM0030,CH06,Enterprise,Germany,SQL,2685.69
L002897,2025-06-19,CAM0145,CH07,SMB,Germany,Opportunity,100.02
L002898,2026-07-07,CAM0296,CH03,Enterprise,Germany,SQL,139.2
L002899,2025-03-26,CAM0103,CH06,SMB,UK,Lead,2487.34
L002900,2024-04-08,CAM0168,CH02,SMB,Singapore,MQL,1837.72
L002901,2024-08-02,CAM0180,CH02,SMB,US,Customer,1563.71
L002902,2025-06-14,CAM0123,CH05,Enterprise,Singapore,SQL,585.41
L002903,2024-10-31,CAM0271,CH02,SMB,UK,Lead,1008.96
L002904,2025-02-06,CAM0028,CH01,Mid-Market,Singapore,MQL,3681.74
L002905,2024-05-11,CAM0002,CH06,Enterprise,Australia,SQL,2088.14
L002906,2026-03-14,CAM0033,CH01,Enterprise,US,SQL,3087.49
L002907,2024-02-07,CAM0055,CH01,SMB,US,SQL,840.14
L002908,2025-12-09,CAM0231,CH05,SMB,Germany,Lead,596.0
L002909,2024-11-30,CAM0004,CH07,Mid-Market,US,MQL,1282.36
L002910,2025-04-12,CAM0284,CH04,SMB,Singapore,Lead,1733.46
L002911,2024-06-28,CAM0292,CH02,Mid-Market,Germany,Opportunity,2017.86
L002912,2024-02-15,CAM0045,CH06,Enterprise,Germany,Lead,2200.59
L002913,2026-04-06,CAM0027,CH01,Enterprise,UK,Lead,4227.66
L002914,2025-07-09,CAM0162,CH07,Mid-Market,Singapore,SQL,215.15
L002915,2026-05-12,CAM0293,CH05,SMB,US,MQL,4408.69
L002916,2024-06-05,CAM0240,CH03,Mid-Market,Singapore,Lead,2079.59
L002917,2026-07-22,CAM0258,CH05,SMB,Germany,SQL,506.23
L002918,2024-06-01,CAM0050,CH04,Mid-Market,Singapore,MQL,2232.99
L002919,2025-04-13,CAM0025,CH03,Mid-Market,Australia,Opportunity,2421.72
L002920,2025-01-14,CAM0241,CH01,SMB,Germany,Opportunity,533.71
L002921,2026-07-11,CAM0254,CH01,Mid-Market,Australia,SQL,1949.17
L002922,2025-03-19,CAM0235,CH02,Enterprise,US,SQL,1958.54
L002923,2024-05-20,CAM0241,CH01,Enterprise,Australia,Customer,1547.91
L002924,2026-01-25,CAM0189,CH03,Mid-Market,Australia,MQL,458.72
L002925,2025-07-12,CAM0002,CH06,SMB,Australia,MQL,1989.51
L002926,2025-04-29,CAM0046,CH03,Mid-Market,US,MQL,2007.6
L002927,2024-02-15,CAM0267,CH02,Mid-Market,UK,Lead,2540.55
L002928,2024-06-19,CAM0035,CH06,Enterprise,Australia,MQL,2130.99
L002929,2024-01-17,CAM0252,CH07,Mid-Market,Germany,Opportunity,2995.89
L002930,2025-05-27,CAM0141,CH03,SMB,Germany,Opportunity,2059.32
L002931,2026-05-25,CAM0235,CH02,SMB,Australia,Lead,1814.59
L002932,2026-04-11,CAM0207,CH07,SMB,Germany,SQL,3284.79
L002933,2025-08-15,CAM0073,CH05,Enterprise,Australia,MQL,3096.89
L002934,2025-01-25,CAM0116,CH02,Mid-Market,Germany,Customer,694.55
L002935,2026-01-13,CAM0106,CH07,Mid-Market,US,Opportunity,1364.11
L002936,2026-03-25,CAM0130,CH04,SMB,Australia,SQL,463.75
L002937,2026-07-09,CAM0216,CH01,Enterprise,US,MQL,3477.03
L002938,2025-02-08,CAM0270,CH07,SMB,US,MQL,275.21
L002939,2025-12-02,CAM0209,CH03,Enterprise,UK,Opportunity,93.6
L002940,2025-03-01,CAM0283,CH06,SMB,Singapore,MQL,1329.74
L002941,2026-03-15,CAM0203,CH05,Enterprise,US,Opportunity,1928.43
L002942,2024-05-30,CAM0241,CH01,Enterprise,Australia,MQL,462.3
L002943,2026-04-29,CAM0258,CH05,Mid-Market,US,Lead,146.16
L002944,2024-05-29,CAM0042,CH02,Enterprise,US,Opportunity,2506.11
L002945,2025-09-01,CAM0140,CH07,SMB,Australia,Lead,3879.84
L002946,2024-10-15,CAM0095,CH07,SMB,US,Lead,2523.92
L002947,2025-06-07,CAM0127,CH07,Enterprise,Australia,Opportunity,1475.2
L002948,2025-07-08,CAM0223,CH05,Enterprise,Singapore,Lead,2416.97
L002949,2025-08-11,CAM0114,CH05,SMB,Australia,SQL,1742.13
L002950,2025-04-24,CAM0165,CH07,SMB,Germany,SQL,2031.7
L002951,2026-08-05,CAM0128,CH05,Mid-Market,US,SQL,3466.93
L002952,2024-08-17,CAM0273,CH05,Enterprise,UK,Lead,887.5
L002953,2024-08-24,CAM0145,CH07,SMB,UK,Lead,1358.69
L002954,2026-07-20,CAM0102,CH01,Enterprise,UK,Customer,3646.64
L002955,2026-04-17,CAM0051,CH03,Mid-Market,Australia,SQL,2018.48
L002956,2024-03-18,CAM0261,CH04,Mid-Market,Australia,MQL,3095.06
L002957,2025-08-01,CAM0163,CH01,SMB,US,Opportunity,3057.41
L002958,2024-10-14,CAM0197,CH04,SMB,US,Lead,3100.77
L002959,2024-10-05,CAM0263,CH04,Mid-Market,UK,SQL,2324.1
L002960,2024-03-12,CAM0026,CH03,SMB,Germany,Lead,4101.11
L002961,2025-12-09,CAM0002,CH06,SMB,US,Lead,2813.57
L002962,2024-03-18,CAM0061,CH01,Mid-Market,UK,SQL,77.69
L002963,2026-03-02,CAM0183,CH07,Enterprise,US,Lead,59.05
L002964,2025-08-10,CAM0024,CH04,Enterprise,US,Customer,4253.95
L002965,2026-04-29,CAM0083,CH05,Mid-Market,US,SQL,3329.97
L002966,2024-02-08,CAM0104,CH06,Mid-Market,Australia,Lead,389.49
L002967,2026-07-03,CAM0226,CH03,SMB,Singapore,Lead,1409.38
L002968,2025-12-19,CAM0155,CH05,SMB,Germany,Customer,105.21
L002969,2025-01-05,CAM0292,CH02,Mid-Market,UK,SQL,1324.34
L002970,2025-08-28,CAM0080,CH07,SMB,Singapore,Lead,387.04
